"Year","TA","Region","GDP","notes"
2006,"Waitomo District","Manawatu-Wanganui",18.5279122159826,""
2006,"Waitomo District","Waikato",357.76609768531,""
2006,"Wanganui District","Manawatu-Wanganui",1191.26735613681,""
2006,"Wellington City","Wellington",16252.776067502,""
2006,"Western Bay of Plenty District","Bay of Plenty",829.047030940308,""
2006,"Westland District","West Coast",251.274724650359,""
2006,"Whakatane District","Bay of Plenty",1075.68470635404,""
2006,"Whangarei District","Northland",2539.85510900771,""
2007,"Ashburton District","Canterbury",1092.71020322773,""
2007,"Auckland","Auckland",62362,""
2007,"Buller District","West Coast",336.78959029474,""
2007,"Carterton District","Wellington",166.564626422093,""
2007,"Central Hawke's Bay District","Hawke's Bay",398.628221773972,""
2007,"Central Otago District","Otago",666.493825979254,""
2007,"Christchurch City","Canterbury",15933.5880511677,""
2007,"Clutha District","Otago",610.238006481982,""
2007,"Dunedin City","Otago",4520.31875477753,""
2007,"Far North District","Northland",1463.98760654665,""
2007,"Gisborne District","Gisborne",1285,""
2007,"Gore District","Southland",438.166784156583,""
2007,"Grey District","West Coast",549.952757515022,""
2007,"Hamilton City","Waikato",6528.83514619018,""
2007,"Hastings District","Hawke's Bay",2822.18053410099,""
2007,"Hauraki District","Waikato",390.389438891821,""
2007,"Horowhenua District","Manawatu-Wanganui",559.400052202302,""
2007,"Hurunui District","Canterbury",270.537770989838,""
2007,"Invercargill City","Southland",1939.15005853615,""
2007,"Kaikoura District","Canterbury",99.9726297806567,""
2007,"Kaipara District","Northland",478.827419415547,""
2007,"Kapiti Coast District","Wellington",580.596970273116,""
2007,"Kawerau District","Bay of Plenty",436.229834925558,""
2007,"Lower Hutt City","Wellington",3681.88111763359,""
2007,"Mackenzie District","Canterbury",140.168932420878,""
2007,"Manawatu District","Manawatu-Wanganui",566.103426377405,""
2007,"Marlborough District","Marlborough",1698,""
2007,"Masterton District","Wellington",655.02580742406,""
2007,"Matamata-Piako District","Waikato",1268.62666098944,""
2007,"Napier City","Hawke's Bay",1698.29663563646,""
2007,"Nelson City","Nelson",1872.7291336442,""
2007,"New Plymouth District","Taranaki",4089.88833004438,""
2007,"Opotiki District","Bay of Plenty",239.408547282534,""
2007,"Otorohanga District","Waikato",286.675226927698,""
2007,"Palmerston North City","Manawatu-Wanganui",3572.61885758213,""
2007,"Porirua City","Wellington",1020.67695608613,""
2007,"Queenstown-Lakes District","Otago",1227.3951719126,""
2007,"Rangitikei District","Hawke's Bay",52.0081573692237,""
2007,"Rangitikei District","Manawatu-Wanganui",324.23625368475,""
2007,"Rotorua District","Bay of Plenty",1688.51874277833,""
2007,"Rotorua District","Waikato",984.514119442432,""
2007,"Ruapehu District","Manawatu-Wanganui",441.632954577999,""
2007,"Selwyn District","Canterbury",874.566640927406,""
2007,"South Taranaki District","Taranaki",1470.56790186868,""
2007,"South Waikato District","Waikato",865.933596193605,""
2007,"South Wairarapa District","Wellington",190.899803095043,""
2007,"Southland District","Southland",1246.68315730727,""
2007,"Stratford District","Manawatu-Wanganui",62.5623855489729,""
2007,"Stratford District","Taranaki",180.543768086947,""
2007,"Tararua District","Manawatu-Wanganui",473.724316561819,""
2007,"Tararua District","Wellington",8.21901998462496,""
2007,"Tasman District","Tasman",1213.2708663558,""
2007,"Taupo District","Bay of Plenty",195.292182958968,""
2007,"Taupo District","Hawke's Bay",130.976298354499,""
2007,"Taupo District","Manawatu-Wanganui",8.75524948114805,""
2007,"Taupo District","Waikato",973.095530883807,""
2007,"Tauranga City","Bay of Plenty",4362.75686695822,""
2007,"Thames-Coromandel District","Waikato",697.982228484336,""
2007,"Timaru District","Canterbury",1525.77872919685,""
2007,"Upper Hutt City","Wellington",650.524552862804,""
2007,"Waikato District","Waikato",1276.0395336809,""
2007,"Waimakariri District","Canterbury",610.865780176553,""
2007,"Waimate District","Canterbury",147.714303102104,""
2007,"Waipa District","Waikato",1241.37686007122,""
2007,"Wairoa District","Hawke's Bay",243.910152764848,""
2007,"Waitaki District","Canterbury",394.096959010323,""
2007,"Waitaki District","Otago",282.554240848628,""
2007,"Waitomo District","Manawatu-Wanganui",17.9064826688668,""
2007,"Waitomo District","Waikato",392.53165824457,""
2007,"Wanganui District","Manawatu-Wanganui",1217.06002131461,""
2007,"Wellington City","Wellington",16567.6111462185,""
2007,"Western Bay of Plenty District","Bay of Plenty",951.692154705551,""
2007,"Westland District","West Coast",279.257652190238,""
2007,"Whakatane District","Bay of Plenty",1158.10167039083,""
2007,"Whangarei District","Northland",2760.1849740378,""
2008,"Ashburton District","Canterbury",1360.06080791315,""
2008,"Auckland","Auckland",66872,""
2008,"Buller District","West Coast",431.67835052023,""
2008,"Carterton District","Wellington",198.650010541784,""
2008,"Central Hawke's Bay District","Hawke's Bay",380.382693374417,""
2008,"Central Otago District","Otago",729.33472362278,""
2008,"Christchurch City","Canterbury",16788.110431562,""
2008,"Clutha District","Otago",713.530108820366,""
2008,"Dunedin City","Otago",4758.33594322931,""
2008,"Far North District","Northland",1582.87910551917,""
2008,"Gisborne District","Gisborne",1331,""
2008,"Gore District","Southland",464.805461118927,""
2008,"Grey District","West Coast",614.730273499887,""
2008,"Hamilton City","Waikato",6726.13973961181,""
2008,"Hastings District","Hawke's Bay",2754.53412339575,""
2008,"Hauraki District","Waikato",460.664253721218,""
2008,"Horowhenua District","Manawatu-Wanganui",605.059971771203,""
2008,"Hurunui District","Canterbury",310.108544909525,""
2008,"Invercargill City","Southland",2141.13415293282,""
2008,"Kaikoura District","Canterbury",110.079755695734,""
2008,"Kaipara District","Northland",472.945584753734,""
2008,"Kapiti Coast District","Wellington",609.230940198665,""
2008,"Kawerau District","Bay of Plenty",489.330690189371,""
2008,"Lower Hutt City","Wellington",3808.34425861358,""
2008,"Mackenzie District","Canterbury",141.833037432376,""
2008,"Manawatu District","Manawatu-Wanganui",658.369482078832,""
2008,"Marlborough District","Marlborough",1923,""
2008,"Masterton District","Wellington",713.367540186689,""
2008,"Matamata-Piako District","Waikato",1396.74307449096,""
2008,"Napier City","Hawke's Bay",1671.561432603,""
2008,"Nelson City","Nelson",1992.60874370507,""
2008,"New Plymouth District","Taranaki",6139.40671621679,""
2008,"Opotiki District","Bay of Plenty",266.069094768892,""
2008,"Otorohanga District","Waikato",395.994509796144,""
2008,"Palmerston North City","Manawatu-Wanganui",3775.90718258767,""
2008,"Porirua City","Wellington",1097.66212318727,""
2008,"Queenstown-Lakes District","Otago",1301.08833451026,""
2008,"Rangitikei District","Hawke's Bay",52.0090788591726,""
2008,"Rangitikei District","Manawatu-Wanganui",372.868387638664,""
2008,"Rotorua District","Bay of Plenty",1814.61850986484,""
2008,"Rotorua District","Waikato",1039.61335596834,""
2008,"Ruapehu District","Manawatu-Wanganui",510.20822952632,""
2008,"Selwyn District","Canterbury",1010.79105202994,""
2008,"South Taranaki District","Taranaki",1914.97635480609,""
2008,"South Waikato District","Waikato",907.116414059891,""
2008,"South Wairarapa District","Wellington",216.14589269945,""
2008,"Southland District","Southland",1570.06038594825,""
2008,"Stratford District","Manawatu-Wanganui",77.4102590675877,""
2008,"Stratford District","Taranaki",249.616928977122,""
2008,"Tararua District","Manawatu-Wanganui",534.682485618428,""
2008,"Tararua District","Wellington",9.21932564086622,""
2008,"Tasman District","Tasman",1303.39125629493,""
2008,"Taupo District","Bay of Plenty",211.149056834899,""
2008,"Taupo District","Hawke's Bay",133.161732330623,""
2008,"Taupo District","Manawatu-Wanganui",9.31986681179584,""
2008,"Taupo District","Waikato",1013.00823896214,""
2008,"Tauranga City","Bay of Plenty",4660.8927641105,""
2008,"Thames-Coromandel District","Waikato",753.780364807299,""
2008,"Timaru District","Canterbury",1623.10469482336,""
2008,"Upper Hutt City","Wellington",698.846550980183,""
2008,"Waikato District","Waikato",1405.67940792014,""
2008,"Waimakariri District","Canterbury",667.3645781105,""
2008,"Waimate District","Canterbury",200.435817026756,""
2008,"Waipa District","Waikato",1316.13470693783,""
2008,"Wairoa District","Hawke's Bay",239.350939437033,""
2008,"Waitaki District","Canterbury",449.11128049671,""
2008,"Waitaki District","Otago",322.710889817285,""
2008,"Waitomo District","Manawatu-Wanganui",20.9723910254006,""
2008,"Waitomo District","Waikato",436.125933724222,""
2008,"Wanganui District","Manawatu-Wanganui",1305.2017438741,""
2008,"Wellington City","Wellington",18011.5333579515,""
2008,"Western Bay of Plenty District","Bay of Plenty",1068.78584181249,""
2008,"Westland District","West Coast",313.591375979883,""
2008,"Whakatane District","Bay of Plenty",1271.15404241901,""
2008,"Whangarei District","Northland",2939.1753097271,""
2009,"Ashburton District","Canterbury",1336.11613566611,""
2009,"Auckland","Auckland",66084,""
2009,"Buller District","West Coast",500.163477894876,""
2009,"Carterton District","Wellington",191.015890190733,""
2009,"Central Hawke's Bay District","Hawke's Bay",389.262174800034,""
2009,"Central Otago District","Otago",764.293080555252,""
2009,"Christchurch City","Canterbury",17262.6141927563,""
2009,"Clutha District","Otago",695.770072192258,""
2009,"Dunedin City","Otago",4917.2814598533,""
2009,"Far North District","Northland",1584.61994333001,""
2009,"Gisborne District","Gisborne",1410,""
2009,"Gore District","Southland",512.079069337863,""
2009,"Grey District","West Coast",658.266871054668,""
2009,"Hamilton City","Waikato",7186.52450493644,""
2009,"Hastings District","Hawke's Bay",2897.54714821846,""
2009,"Hauraki District","Waikato",457.821780265631,""
2009,"Horowhenua District","Manawatu-Wanganui",568.050983867923,""
2009,"Hurunui District","Canterbury",320.874283799004,""
2009,"Invercargill City","Southland",2360.77337932379,""
2009,"Kaikoura District","Canterbury",109.550155291429,""
2009,"Kaipara District","Northland",487.149642070004,""
2009,"Kapiti Coast District","Wellington",627.882597491371,""
2009,"Kawerau District","Bay of Plenty",400.654101314964,""
2009,"Lower Hutt City","Wellington",3779.68389229195,""
2009,"Mackenzie District","Canterbury",166.014897305722,""
2009,"Manawatu District","Manawatu-Wanganui",612.304733949924,""
2009,"Marlborough District","Marlborough",1989,""
2009,"Masterton District","Wellington",734.532639616023,""
2009,"Matamata-Piako District","Waikato",1674.71015126619,""
2009,"Napier City","Hawke's Bay",1720.05451724831,""
2009,"Nelson City","Nelson",2062.38034330314,""
2009,"New Plymouth District","Taranaki",6333.29668885587,""
2009,"Opotiki District","Bay of Plenty",243.034256941537,""
2009,"Otorohanga District","Waikato",328.236676093469,""
2009,"Palmerston North City","Manawatu-Wanganui",3773.90910238781,""
2009,"Porirua City","Wellington",1133.74290087055,""
2009,"Queenstown-Lakes District","Otago",1360.5923335701,""
2009,"Rangitikei District","Hawke's Bay",57.3477270349811,""
2009,"Rangitikei District","Manawatu-Wanganui",383.82127327927,""
2009,"Rotorua District","Bay of Plenty",1708.59754578524,""
2009,"Rotorua District","Waikato",1035.54470530572,""
2009,"Ruapehu District","Manawatu-Wanganui",525.362731826529,""
2009,"Selwyn District","Canterbury",1000.88477861278,""
2009,"South Taranaki District","Taranaki",2052.21623740144,""
2009,"South Waikato District","Waikato",909.283320818332,""
2009,"South Wairarapa District","Wellington",202.894477166233,""
2009,"Southland District","Southland",1580.14755133834,""
2009,"Stratford District","Manawatu-Wanganui",70.0378692459778,""
2009,"Stratford District","Taranaki",208.487073742696,""
2009,"Tararua District","Manawatu-Wanganui",493.192524901491,""
2009,"Tararua District","Wellington",8.86391379067278,""
2009,"Tasman District","Tasman",1333.61965669686,""
2009,"Taupo District","Bay of Plenty",202.459260334068,""
2009,"Taupo District","Hawke's Bay",131.471066467328,""
2009,"Taupo District","Manawatu-Wanganui",9.02385658023358,""
2009,"Taupo District","Waikato",1038.20651316403,""
2009,"Tauranga City","Bay of Plenty",4747.70555458012,""
2009,"Thames-Coromandel District","Waikato",750.891174759519,""
2009,"Timaru District","Canterbury",1810.77430659912,""
2009,"Upper Hutt City","Wellington",671.992704237481,""
2009,"Waikato District","Waikato",1469.16976589171,""
2009,"Waimakariri District","Canterbury",672.794878429377,""
2009,"Waimate District","Canterbury",193.8583082677,""
2009,"Waipa District","Waikato",1382.30411028357,""
2009,"Wairoa District","Hawke's Bay",256.317366230879,""
2009,"Waitaki District","Canterbury",487.51806327245,""
2009,"Waitaki District","Otago",351.063053829088,""
2009,"Waitomo District","Manawatu-Wanganui",20.9045408685852,""
2009,"Waitomo District","Waikato",471.307297215388,""
2009,"Wanganui District","Manawatu-Wanganui",1287.39238309226,""
2009,"Wellington City","Wellington",18747.390984345,""
2009,"Western Bay of Plenty District","Bay of Plenty",1052.4970955022,""
2009,"Westland District","West Coast",341.569651050456,""
2009,"Whakatane District","Bay of Plenty",1284.05218554187,""
2009,"Whangarei District","Northland",3033.23041459998,""
2010,"Ashburton District","Canterbury",1473.59422745263,""
2010,"Auckland","Auckland",68458,""
2010,"Buller District","West Coast",458.199439344867,""
2010,"Carterton District","Wellington",271.487355096255,""
2010,"Central Hawke's Bay District","Hawke's Bay",417.665069226365,""
2010,"Central Otago District","Otago",777.493723694755,""
2010,"Christchurch City","Canterbury",17396.0170021484,""
2010,"Clutha District","Otago",796.238246535151,""
2010,"Dunedin City","Otago",5017.39486933336,""
2010,"Far North District","Northland",1598.89065361598,""
2010,"Gisborne District","Gisborne",1446,""
2010,"Gore District","Southland",547.707557140613,""
2010,"Grey District","West Coast",663.696936744167,""
2010,"Hamilton City","Waikato",7082.43367971289,""
2010,"Hastings District","Hawke's Bay",2907.73630482615,""
2010,"Hauraki District","Waikato",470.964444987019,""
2010,"Horowhenua District","Manawatu-Wanganui",586.448391287423,""
2010,"Hurunui District","Canterbury",359.23736950242,""
2010,"Invercargill City","Southland",2288.98811350811,""
2010,"Kaikoura District","Canterbury",110.666301431134,""
2010,"Kaipara District","Northland",478.880877153562,""
2010,"Kapiti Coast District","Wellington",636.057911583426,""
2010,"Kawerau District","Bay of Plenty",443.984207137276,""
2010,"Lower Hutt City","Wellington",3852.97339853957,""
2010,"Mackenzie District","Canterbury",184.936210970653,""
2010,"Manawatu District","Manawatu-Wanganui",681.868169264135,""
2010,"Marlborough District","Marlborough",1926,""
2010,"Masterton District","Wellington",731.420264518269,""
2010,"Matamata-Piako District","Waikato",1366.14988145272,""
2010,"Napier City","Hawke's Bay",1759.60148193199,""
2010,"Nelson City","Nelson",2126.10949951958,""
2010,"New Plymouth District","Taranaki",6199.86003299291,""
2010,"Opotiki District","Bay of Plenty",294.015060213526,""
2010,"Otorohanga District","Waikato",368.545867905277,""
2010,"Palmerston North City","Manawatu-Wanganui",4010.28747143658,""
2010,"Porirua City","Wellington",1178.84732389783,""
2010,"Queenstown-Lakes District","Otago",1391.83553165603,""
2010,"Rangitikei District","Hawke's Bay",54.929963652794,""
2010,"Rangitikei District","Manawatu-Wanganui",394.409167769921,""
2010,"Rotorua District","Bay of Plenty",1813.00190979771,""
2010,"Rotorua District","Waikato",1025.69646114416,""
2010,"Ruapehu District","Manawatu-Wanganui",515.957649918305,""
2010,"Selwyn District","Canterbury",1111.21762838828,""
2010,"South Taranaki District","Taranaki",1833.83655546511,""
2010,"South Waikato District","Waikato",875.002902401906,""
2010,"South Wairarapa District","Wellington",207.442185071339,""
2010,"Southland District","Southland",1689.30432935127,""
2010,"Stratford District","Manawatu-Wanganui",75.5542372338589,""
2010,"Stratford District","Taranaki",207.303411541979,""
2010,"Tararua District","Manawatu-Wanganui",511.771734055581,""
2010,"Tararua District","Wellington",8.73120905464567,""
2010,"Tasman District","Tasman",1399.89050048042,""
2010,"Taupo District","Bay of Plenty",232.152563032059,""
2010,"Taupo District","Hawke's Bay",140.655235679286,""
2010,"Taupo District","Manawatu-Wanganui",10.1437905884654,""
2010,"Taupo District","Waikato",1113.05910500012,""
2010,"Tauranga City","Bay of Plenty",4884.98403086922,""
2010,"Thames-Coromandel District","Waikato",725.979184147052,""
2010,"Timaru District","Canterbury",1835.37118877682,""
2010,"Upper Hutt City","Wellington",702.223000124891,""
2010,"Waikato District","Waikato",1503.54507347291,""
2010,"Waimakariri District","Canterbury",724.70537545124,""
2010,"Waimate District","Canterbury",226.632587522791,""
2010,"Waipa District","Waikato",1356.69415445198,""
2010,"Wairoa District","Hawke's Bay",256.411944683409,""
2010,"Waitaki District","Canterbury",546.622108355669,""
2010,"Waitaki District","Otago",426.037628780696,""
2010,"Waitomo District","Manawatu-Wanganui",22.450412765276,""
2010,"Waitomo District","Waikato",444.929245323964,""
2010,"Wanganui District","Manawatu-Wanganui",1340.10897568045,""
2010,"Wellington City","Wellington",19713.8173521138,""
2010,"Western Bay of Plenty District","Bay of Plenty",1087.21518642158,""
2010,"Westland District","West Coast",336.103623910966,""
2010,"Whakatane District","Bay of Plenty",1322.64704252863,""
2010,"Whangarei District","Northland",2813.22846923045,""
2011,"Ashburton District","Canterbury",1601.53231203015,""
2011,"Auckland","Auckland",71399,""
2011,"Buller District","West Coast",484.864824714468,""
2011,"Carterton District","Wellington",276.821301847841,""
2011,"Central Hawke's Bay District","Hawke's Bay",452.895065873279,""
2011,"Central Otago District","Otago",834.74832318582,""
2011,"Christchurch City","Canterbury",18079.3767778038,""
2011,"Clutha District","Otago",914.355209810542,""
2011,"Dunedin City","Otago",5072.296203056,""
2011,"Far North District","Northland",1679.23485154581,""
2011,"Gisborne District","Gisborne",1530,""
2011,"Gore District","Southland",580.536211530419,""
2011,"Grey District","West Coast",709.893097335719,""
2011,"Hamilton City","Waikato",7309.49856476873,""
2011,"Hastings District","Hawke's Bay",3093.29952345049,""
2011,"Hauraki District","Waikato",511.039392285593,""
2011,"Horowhenua District","Manawatu-Wanganui",636.537796346903,""
2011,"Hurunui District","Canterbury",378.14878513383,""
2011,"Invercargill City","Southland",2414.44661984494,""
2011,"Kaikoura District","Canterbury",119.04184636174,""
2011,"Kaipara District","Northland",535.087350815043,""
2011,"Kapiti Coast District","Wellington",664.219633519785,""
2011,"Kawerau District","Bay of Plenty",459.950241075965,""
2011,"Lower Hutt City","Wellington",4139.92539466123,""
2011,"Mackenzie District","Canterbury",190.285404263162,""
2011,"Manawatu District","Manawatu-Wanganui",747.263250557296,""
2011,"Marlborough District","Marlborough",1961,""
2011,"Masterton District","Wellington",745.113535725881,""
2011,"Matamata-Piako District","Waikato",1518.41099500148,""
2011,"Napier City","Hawke's Bay",1857.97409755549,""
2011,"Nelson City","Nelson",2216.08554008358,""
2011,"New Plymouth District","Taranaki",6371.91184143401,""
2011,"Opotiki District","Bay of Plenty",308.586897960904,""
2011,"Otorohanga District","Waikato",439.631940942667,""
2011,"Palmerston North City","Manawatu-Wanganui",4139.40624692373,""
2011,"Porirua City","Wellington",1224.64918794959,""
2011,"Queenstown-Lakes District","Otago",1443.96614403743,""
2011,"Rangitikei District","Hawke's Bay",58.6901058299322,""
2011,"Rangitikei District","Manawatu-Wanganui",411.63367022817,""
2011,"Rotorua District","Bay of Plenty",1894.29493375842,""
2011,"Rotorua District","Waikato",1065.99223157799,""
2011,"Ruapehu District","Manawatu-Wanganui",529.95509546679,""
2011,"Selwyn District","Canterbury",1197.11247686919,""
2011,"South Taranaki District","Taranaki",2074.92774182689,""
2011,"South Waikato District","Waikato",966.839124979618,""
2011,"South Wairarapa District","Wellington",231.398214604193,""
2011,"Southland District","Southland",1951.01716862464,""
2011,"Stratford District","Manawatu-Wanganui",82.0229491348208,""
2011,"Stratford District","Taranaki",224.160416739093,""
2011,"Tararua District","Manawatu-Wanganui",573.876719894314,""
2011,"Tararua District","Wellington",9.68131143691132,""
2011,"Tasman District","Tasman",1471.91445991642,""
2011,"Taupo District","Bay of Plenty",249.742243500425,""
2011,"Taupo District","Hawke's Bay",154.208220299328,""
2011,"Taupo District","Manawatu-Wanganui",10.1813328784201,""
2011,"Taupo District","Waikato",1166.86426861221,""
2011,"Tauranga City","Bay of Plenty",5208.44386121927,""
2011,"Thames-Coromandel District","Waikato",733.869189885539,""
2011,"Timaru District","Canterbury",1929.08932138093,""
2011,"Upper Hutt City","Wellington",730.822035727703,""
2011,"Waikato District","Waikato",1669.94722250471,""
2011,"Waimakariri District","Canterbury",831.409417779871,""
2011,"Waimate District","Canterbury",249.573894322299,""
2011,"Waipa District","Waikato",1477.30820287953,""
2011,"Wairoa District","Hawke's Bay",276.932986991482,""
2011,"Waitaki District","Canterbury",563.429764055082,""
2011,"Waitaki District","Otago",484.634119910204,""
2011,"Waitomo District","Manawatu-Wanganui",22.3143268749098,""
2011,"Waitomo District","Waikato",468.598866561928,""
2011,"Wanganui District","Manawatu-Wanganui",1404.80861169465,""
2011,"Wellington City","Wellington",20019.3693845269,""
2011,"Western Bay of Plenty District","Bay of Plenty",1164.46779972564,""
2011,"Westland District","West Coast",358.242077949813,""
2011,"Whakatane District","Bay of Plenty",1438.51402275938,""
2011,"Whangarei District","Northland",3037.67779763914,""
2012,"Ashburton District","Canterbury",1708.96535694642,""
2012,"Auckland","Auckland",75357,""
2012,"Buller District","West Coast",579.77239444264,""
2012,"Carterton District","Wellington",314.266206584304,""
2012,"Central Hawke's Bay District","Hawke's Bay",467.658555589776,""
2012,"Central Otago District","Otago",882.415212223259,""
2012,"Christchurch City","Canterbury",18939.3819918448,""
2012,"Clutha District","Otago",967.386859387815,""
2012,"Dunedin City","Otago",5221.24144460517,""
2012,"Far North District","Northland",1727.13198722021,""
2012,"Gisborne District","Gisborne",1582,""
2012,"Gore District","Southland",625.269812228051,""
2012,"Grey District","West Coast",707.840981492099,""
2012,"Hamilton City","Waikato",8070.22230292537,""
2012,"Hastings District","Hawke's Bay",3157.24926232003,""
2012,"Hauraki District","Waikato",530.187944656988,""
2012,"Horowhenua District","Manawatu-Wanganui",629.892292817732,""
2012,"Hurunui District","Canterbury",423.378586081109,""
2012,"Invercargill City","Southland",2473.92254444698,""
2012,"Kaikoura District","Canterbury",133.204162880708,""
2012,"Kaipara District","Northland",520.858112516832,""
2012,"Kapiti Coast District","Wellington",677.310281722462,""
2012,"Kawerau District","Bay of Plenty",462.743336418829,""
2012,"Lower Hutt City","Wellington",4313.55149528035,""
2012,"Mackenzie District","Canterbury",199.568026564015,""
2012,"Manawatu District","Manawatu-Wanganui",711.197125222401,""
2012,"Marlborough District","Marlborough",2095,""
2012,"Masterton District","Wellington",809.824144434059,""
2012,"Matamata-Piako District","Waikato",1610.18610327006,""
2012,"Napier City","Hawke's Bay",1920.28641265354,""
2012,"Nelson City","Nelson",2277.07539865492,""
2012,"New Plymouth District","Taranaki",6320.46387847867,""
2012,"Opotiki District","Bay of Plenty",315.995235787343,""
2012,"Otorohanga District","Waikato",425.253353224103,""
2012,"Palmerston North City","Manawatu-Wanganui",4275.03325220584,""
2012,"Porirua City","Wellington",1243.54735250112,""
2012,"Queenstown-Lakes District","Otago",1503.24362704376,""
2012,"Rangitikei District","Hawke's Bay",60.0721987250626,""
2012,"Rangitikei District","Manawatu-Wanganui",408.834988569742,""
2012,"Rotorua District","Bay of Plenty",1980.08536518847,""
2012,"Rotorua District","Waikato",1126.0432845106,""
2012,"Ruapehu District","Manawatu-Wanganui",501.457687940586,""
2012,"Selwyn District","Canterbury",1283.9185235976,""
2012,"South Taranaki District","Taranaki",2082.71144628881,""
2012,"South Waikato District","Waikato",990.355514447439,""
2012,"South Wairarapa District","Wellington",249.463885226044,""
2012,"Southland District","Southland",1948.80764332497,""
2012,"Stratford District","Manawatu-Wanganui",84.9911817513064,""
2012,"Stratford District","Taranaki",235.824675232517,""
2012,"Tararua District","Manawatu-Wanganui",611.594773626633,""
2012,"Tararua District","Wellington",10.3883026711124,""
2012,"Tasman District","Tasman",1488.92460134508,""
2012,"Taupo District","Bay of Plenty",255.647602431165,""
2012,"Taupo District","Hawke's Bay",157.823432611672,""
2012,"Taupo District","Manawatu-Wanganui",10.2610246731548,""
2012,"Taupo District","Waikato",1205.8036195484,""
2012,"Tauranga City","Bay of Plenty",5444.88588398507,""
2012,"Thames-Coromandel District","Waikato",758.605085636141,""
2012,"Timaru District","Canterbury",2055.35118744013,""
2012,"Upper Hutt City","Wellington",738.358179841662,""
2012,"Waikato District","Waikato",1753.06037762199,""
2012,"Waimakariri District","Canterbury",888.650070334665,""
2012,"Waimate District","Canterbury",279.546699921611,""
2012,"Waipa District","Waikato",1603.56761361564,""
2012,"Wairoa District","Hawke's Bay",282.910138099924,""
2012,"Waitaki District","Canterbury",604.035394388943,""
2012,"Waitaki District","Otago",515.712856739994,""
2012,"Waitomo District","Manawatu-Wanganui",21.8577917036944,""
2012,"Waitomo District","Waikato",474.714800543264,""
2012,"Wanganui District","Manawatu-Wanganui",1412.87988148891,""
2012,"Wellington City","Wellington",21335.2901517389,""
2012,"Western Bay of Plenty District","Bay of Plenty",1209.72927750407,""
2012,"Westland District","West Coast",373.386624065262,""
2012,"Whakatane District","Bay of Plenty",1496.91329868506,""
2012,"Whangarei District","Northland",3119.00990026296,""
2013,"Ashburton District","Canterbury",1769.50843153865,""
2013,"Auckland","Auckland",78154,""
2013,"Buller District","West Coast",510.246296397856,""
2013,"Carterton District","Wellington",322.139405030882,""
2013,"Central Hawke's Bay District","Hawke's Bay",448.822047649872,""
2013,"Central Otago District","Otago",906.094115483399,""
2013,"Christchurch City","Canterbury",20072.7006226786,""
2013,"Clutha District","Otago",897.182532435532,""
2013,"Dunedin City","Otago",5382.60146935903,""
2013,"Far North District","Northland",1690.80972225903,""
2013,"Gisborne District","Gisborne",1577,""
2013,"Gore District","Southland",596.120430219544,""
2013,"Grey District","West Coast",729.244143388283,""
2013,"Hamilton City","Waikato",8098.7325948247,""
2013,"Hastings District","Hawke's Bay",3253.99182304198,""
2013,"Hauraki District","Waikato",521.029017795682,""
2013,"Horowhenua District","Manawatu-Wanganui",646.505802485349,""
2013,"Hurunui District","Canterbury",422.6422143285,""
2013,"Invercargill City","Southland",2418.68085136589,""
2013,"Kaikoura District","Canterbury",122.438180741751,""
2013,"Kaipara District","Northland",487.047601688122,""
2013,"Kapiti Coast District","Wellington",650.411603558364,""
2013,"Kawerau District","Bay of Plenty",433.782964540057,""
2013,"Lower Hutt City","Wellington",4220.06903144349,""
2013,"Mackenzie District","Canterbury",216.73938160921,""
2013,"Manawatu District","Manawatu-Wanganui",690.663267452401,""
2013,"Marlborough District","Marlborough",2162,""
2013,"Masterton District","Wellington",823.847889882224,""
2013,"Matamata-Piako District","Waikato",1503.65225106524,""
2013,"Napier City","Hawke's Bay",1991.79613248683,""
2013,"Nelson City","Nelson",2372.93854928776,""
2013,"New Plymouth District","Taranaki",6373.59234439751,""
2013,"Opotiki District","Bay of Plenty",313.14780541556,""
2013,"Otorohanga District","Waikato",412.536373825315,""
2013,"Palmerston North City","Manawatu-Wanganui",4357.28402030283,""
2013,"Porirua City","Wellington",1248.99225271166,""
2013,"Queenstown-Lakes District","Otago",1586.99990197398,""
2013,"Rangitikei District","Hawke's Bay",56.5368150961727,""
2013,"Rangitikei District","Manawatu-Wanganui",386.892891685062,""
2013,"Rotorua District","Bay of Plenty",2024.08908840561,""
2013,"Rotorua District","Waikato",1133.89657767348,""
2013,"Ruapehu District","Manawatu-Wanganui",466.597939177861,""
2013,"Selwyn District","Canterbury",1342.63226091156,""
2013,"South Taranaki District","Taranaki",2045.04260091625,""
2013,"South Waikato District","Waikato",921.233225730262,""
2013,"South Wairarapa District","Wellington",260.422483864681,""
2013,"Southland District","Southland",1840.19871841456,""
2013,"Stratford District","Manawatu-Wanganui",86.1278846024197,""
2013,"Stratford District","Taranaki",233.365054686234,""
2013,"Tararua District","Manawatu-Wanganui",593.205285732345,""
2013,"Tararua District","Wellington",10.2000851314368,""
2013,"Tasman District","Tasman",1540.06145071224,""
2013,"Taupo District","Bay of Plenty",253.082122711128,""
2013,"Taupo District","Hawke's Bay",163.887019995684,""
2013,"Taupo District","Manawatu-Wanganui",10.0187708401866,""
2013,"Taupo District","Waikato",1168.91032469542,""
2013,"Tauranga City","Bay of Plenty",5598.56404778772,""
2013,"Thames-Coromandel District","Waikato",733.004166422378,""
