"Year","TA","Region","GDP","GDP_real","GDP_perCapita","GDP_real_perCapita","notes"
2000,"Kaipara District","Northland",64771954.7217656,86031988.2320167,3608465444.1095,4792868425.18199,"estimate"
2000,"Kapiti Coast District","Wellington",111927046.981332,148249722.669977,2621242318.06398,3471890460.65521,"estimate"
2000,"Kawerau District","Bay of Plenty",100323981.262062,120226595.669939,13448254860.8662,16116165639.4021,"estimate"
2000,"Lower Hutt City","Wellington",828984504.108009,1080072332.82035,8348283022.23574,10876861357.7075,"estimate"
2000,"Mackenzie District","Canterbury",21488390.7732201,29016347.2597959,5538245044.64437,7478440015.41131,"estimate"
2000,"Manawatu District","Manawatu-Wanganui",120665916.528234,157017518.022687,4553430812.38618,5925189359.34669,"estimate"
2000,"Marlborough District","Marlborough",270706225.038,353341437.116599,6684104321.92592,8724479928.80492,"estimate"
2000,"Masterton District","Wellington",139587075.606923,184666596.135106,6016684293.40186,7959767074.78906,"estimate"
2000,"Matamata-Piako District","Waikato",197700076.702931,260512878.038638,6524755006.6974,8597784753.75043,"estimate"
2000,"Napier City","Hawke's Bay",379056076.201322,498248074.831317,6854540256.80509,9009910937.27517,"estimate"
2000,"Nelson City","Nelson",406675075.885186,531248973.904438,9546363283.6898,12470633190.245,"estimate"
2000,"New Plymouth District","Taranaki",524569315.602918,697460417.131869,7624554005.85637,10137506062.9632,"estimate"
2000,"Opotiki District","Bay of Plenty",34624194.3348901,46302865.0122719,3602933853.78669,4818196151.12091,"estimate"
2000,"Otorohanga District","Waikato",43997426.8700727,58213155.9916904,4540498129.00647,6007549637.94534,"estimate"
2000,"Palmerston North City","Manawatu-Wanganui",800965760.145617,1064833742.18702,10348394833.9227,13757541888.7211,"estimate"
2000,"Porirua City","Wellington",246380163.503972,327240340.24924,5007726900.48723,6651226427.83009,"estimate"
2000,"Queenstown-Lakes District","Otago",166378018.940722,219366307.776176,9933016056.16253,13096495986.6374,"estimate"
2000,"Rangitikei District","Hawke's Bay",9812049.02439853,13203801.5657966,621015761.037882,835683643.404845,"estimate"
2000,"Rangitikei District","Manawatu-Wanganui",62173357.4029116,83667269.1719217,3935022620.43744,5295396783.03302,"estimate"
2000,"Rotorua District","Bay of Plenty",318678206.742769,416141188.490001,4756391145.41446,6211062514.77614,"estimate"
2000,"Rotorua District","Waikato",199329173.243946,260530585.285268,2975062287.22307,3888516198.28758,"estimate"
2000,"Ruapehu District","Manawatu-Wanganui",100350202.926318,131403099.450319,6453389255.7118,8450360093.26809,"estimate"
2000,"Selwyn District","Canterbury",162485285.176207,216731865.533076,5887148013.6307,7852603823.66217,"estimate"
2000,"South Taranaki District","Taranaki",244698717.705258,319113766.9473,8526087724.92189,11118946583.5296,"estimate"
2000,"South Waikato District","Waikato",183417252.006649,233033403.968205,7425799676.38257,9434550767.94351,"estimate"
2000,"South Wairarapa District","Wellington",29751342.8025127,39649226.7958711,3305704755.83474,4405469643.98567,"estimate"
2000,"Southland District","Southland",233951044.043845,302161337.693755,7877139530.09578,10173782413.9311,"estimate"
2000,"Stratford District","Manawatu-Wanganui",11967951.5048394,15995835.6028343,1292435367.69324,1727412052.14194,"estimate"
2000,"Stratford District","Taranaki",25583288.4969671,34130450.473358,2762774135.74159,3685793787.61966,"estimate"
2000,"Tararua District","Manawatu-Wanganui",94832104.9610394,123673239.769534,5084831365.20318,6631272909.89457,"estimate"
2000,"Tararua District","Wellington",1522308.8103396,1993958.22767012,81625137.2836244,106914650.277218,"estimate"
2000,"Tasman District","Tasman",219765879.495145,288799264.378577,5282833641.71022,6942290009.10041,"estimate"
2000,"Taupo District","Bay of Plenty",28781181.0797649,37822133.0908149,885574802.454306,1163757941.25584,"estimate"
2000,"Taupo District","Hawke's Bay",22647089.7379033,29713933.1262338,696833530.397023,914274865.422578,"estimate"
2000,"Taupo District","Manawatu-Wanganui",1387696.45680033,1822206.48262611,42698352.5169332,56067891.7731112,"estimate"
2000,"Taupo District","Waikato",148308843.240543,195155341.915741,4563349022.78593,6004779751.25356,"estimate"
2000,"Tauranga City","Bay of Plenty",691610257.547445,906264076.989915,7550330322.57036,9893712630.89426,"estimate"
2000,"Thames-Coromandel District","Waikato",128342647.621011,167710645.633465,4974521225.62059,6500412621.45214,"estimate"
2000,"Timaru District","Canterbury",311108186.160393,404224200.100884,7268882854.21479,9444490656.56272,"estimate"
2000,"Upper Hutt City","Wellington",157748795.239815,203258060.598424,4184318176.12241,5391460493.3269,"estimate"
2000,"Waikato District","Waikato",169010023.202611,229130675.379158,3159065854.25441,4282816362.22725,"estimate"
2000,"Waimakariri District","Canterbury",111474501.827806,146780924.560413,3004703553.31013,3956359152.57178,"estimate"
2000,"Waimate District","Canterbury",23709260.247368,31858361.0472772,3234551193.36535,4346297550.78816,"estimate"
2000,"Waipa District","Waikato",194785160.754281,259335800.547745,4894099516.43922,6515974888.13431,"estimate"
2000,"Wairoa District","Hawke's Bay",53946091.7417091,70506465.9440122,5660660203.74702,7398369983.63192,"estimate"
2000,"Waitaki District","Canterbury",85270342.7076765,112555122.390203,4099535707.09983,5411303961.06744,"estimate"
2000,"Waitaki District","Otago",57779924.0025788,76919190.5745406,2777880961.66244,3698038008.39138,"estimate"
2000,"Waitomo District","Manawatu-Wanganui",3362937.82727796,4455250.9376476,342807117.969211,454154020.147563,"estimate"
2000,"Waitomo District","Waikato",62191852.5240287,82888490.8340507,6339638381.6543,8449387444.85736,"estimate"
2000,"Wanganui District","Manawatu-Wanganui",302040943.904899,394734964.273578,6697138445.78491,8752438232.23012,"estimate"
2000,"Wellington City","Wellington",3938252076.33377,5131688780.19595,23234525524.093,30275450030.6545,"estimate"
2000,"Western Bay of Plenty District","Bay of Plenty",133569696.317867,176605819.596836,3451413341.54696,4563457870.71928,"estimate"
2000,"Westland District","West Coast",51104687.8366637,66779554.9287662,6396081080.93413,8357891730.75922,"estimate"
2000,"Whakatane District","Bay of Plenty",196686992.840254,258579876.917247,5751081661.99573,7560815114.53939,"estimate"
2000,"Whangarei District","Northland",488498742.899907,645514902.062841,6978553469.99867,9221641458.04059,"estimate"
2001,"Ashburton District","Canterbury",215673662.621488,274621070.905281,8295140870.05724,10562348880.9724,"estimate"
2001,"Auckland","Auckland",13629215492.7043,17583098634.8113,11187076658.2158,14432486772.397,"estimate"
2001,"Buller District","West Coast",63617687.3080913,85153001.3585415,6452098104.2689,8636207034.33484,"estimate"
2001,"Carterton District","Wellington",37238766.4076654,46359375.2387562,5319823772.52363,6622767891.25089,"estimate"
2001,"Central Hawke's Bay District","Hawke's Bay",98454979.6176874,123982259.29028,7458710577.09753,9392595400.77876,"estimate"
2001,"Central Otago District","Otago",102302191.996186,132174314.728485,6935741830.24991,8960970490.06677,"estimate"
2001,"Christchurch City","Canterbury",3420487306.7349,4422694765.39078,10201274401.2374,13190261751.8365,"estimate"
2001,"Clutha District","Otago",130723636.700574,163991757.079752,7448640267.83898,9344259662.66392,"estimate"
2001,"Dunedin City","Otago",949758377.301018,1240922683.26488,7961092852.48129,10401698937.6771,"estimate"
2001,"Far North District","Northland",267963436.356925,348053243.487123,4751124758.10151,6171156799.41707,"estimate"
2001,"Gisborne District","Gisborne",307977524.973778,397164798.46238,6768736812.6105,8728896669.50285,"estimate"
2001,"Gore District","Southland",121692603.110845,151487785.498688,9544517891.04668,11881394941.0736,"estimate"
2001,"Grey District","West Coast",106919938.055601,138990993.702147,8099995307.24251,10529620735.0111,"estimate"
2001,"Hamilton City","Waikato",1272207135.26283,1656395060.50021,10496758541.7725,13666625911.7179,"estimate"
2001,"Hastings District","Hawke's Bay",609665062.332367,776927114.583076,8759555493.28113,11162745899.1821,"estimate"
2001,"Hauraki District","Waikato",69637984.5483336,91615046.8181036,3868776919.35187,5089724823.22798,"estimate"
2001,"Horowhenua District","Manawatu-Wanganui",126342025.04595,162225557.380032,4128824347.90685,5301488803.26901,"estimate"
2001,"Hurunui District","Canterbury",36169602.7708903,46699980.9956616,3563507662.15668,4600983349.32626,"estimate"
2001,"Invercargill City","Southland",438689996.678592,566711597.332147,8584931441.85111,11090246523.134,"estimate"
2001,"Kaikoura District","Canterbury",19977914.8129744,25899048.5615895,5580423132.11575,7234371106.58924,"estimate"
2001,"Kaipara District","Northland",68631576.7074878,87603577.3891321,3823486167.54807,4880422138.67031,"estimate"
2001,"Kapiti Coast District","Wellington",113664009.890509,147980019.090016,2606972703.91075,3394037135.09212,"estimate"
2001,"Kawerau District","Bay of Plenty",89599712.6898666,104989656.920078,12290769916.3054,14401873377.2398,"estimate"
2001,"Lower Hutt City","Wellington",843237437.421154,1084105234.96684,8508954968.93193,10939507920.957,"estimate"
2001,"Mackenzie District","Canterbury",23671083.2840475,31130515.4991289,6245668412.67744,8213856332.224,"estimate"
2001,"Manawatu District","Manawatu-Wanganui",126110911.336266,159913190.384266,4795091685.78957,6080349444.26865,"estimate"
2001,"Marlborough District","Marlborough",285136280.31938,363454248.559843,7005805413.25258,8930079817.19516,"estimate"
2001,"Masterton District","Wellington",152611498.38186,197572207.643234,6578081826.80429,8516043432.89804,"estimate"
2001,"Matamata-Piako District","Waikato",210969524.448682,268498573.136802,6962690575.86409,8861339047.41922,"estimate"
2001,"Napier City","Hawke's Bay",390496015.881834,504825216.955376,7074203186.26511,9145384365.13363,"estimate"
2001,"Nelson City","Nelson",413198183.2905,530935529.045198,9631659284.16085,12376119558.1631,"estimate"
2001,"New Plymouth District","Taranaki",537151212.296178,704417724.229781,7853087899.06693,10298504740.2015,"estimate"
2001,"Opotiki District","Bay of Plenty",36803256.8489577,47868207.4082329,3878109257.00292,5044068220.04561,"estimate"
2001,"Otorohanga District","Waikato",47411495.4801884,60233229.1809004,4943847286.77669,6280837245.14081,"estimate"
2001,"Palmerston North City","Manawatu-Wanganui",834036040.53546,1091640164.71342,10817588074.3899,14158757000.1741,"estimate"
2001,"Porirua City","Wellington",250239559.889465,328044734.191358,5055344644.23162,6627166347.30016,"estimate"
2001,"Queenstown-Lakes District","Otago",166940317.800398,215358751.91516,9352398756.32481,12064916073.6784,"estimate"
2001,"Rangitikei District","Hawke's Bay",10528214.4432071,13599765.0447988,679239641.497235,877404196.438629,"estimate"
2001,"Rangitikei District","Manawatu-Wanganui",66709542.5591041,86326842.5954472,4303841455.42607,5569473715.8353,"estimate"
2001,"Rotorua District","Bay of Plenty",329147161.559073,422375676.252486,4919987467.25072,6313537761.62161,"estimate"
2001,"Rotorua District","Waikato",205884575.207582,264203930.70559,3077497387.25833,3949236632.37056,"estimate"
2001,"Ruapehu District","Manawatu-Wanganui",102313913.023691,130639315.457742,6820927534.9127,8709287697.18281,"estimate"
2001,"Selwyn District","Canterbury",173196091.438596,224390442.019628,6120003231.04578,7928990884.08581,"estimate"
2001,"South Taranaki District","Taranaki",247922343.547563,314107036.934867,8729659984.0691,11060106934.3263,"estimate"
2001,"South Waikato District","Waikato",174243769.128976,216067018.214152,7200155749.13123,8928389182.40296,"estimate"
2001,"South Wairarapa District","Wellington",33011663.9024773,42338049.8598577,3692579854.86323,4735799760.61049,"estimate"
2001,"Southland District","Southland",260220181.527907,327061901.451876,8851026582.58185,11124554471.1522,"estimate"
2001,"Stratford District","Manawatu-Wanganui",12501579.7165179,16196246.6826534,1372291955.70998,1777853642.44275,"estimate"
2001,"Stratford District","Taranaki",26721971.1892538,34683901.0831384,2933256991.13653,3807233927.89664,"estimate"
2001,"Tararua District","Manawatu-Wanganui",98838887.7959499,124872342.127239,5386315411.22343,6805032268.51436,"estimate"
2001,"Tararua District","Wellington",1586672.89692179,2011152.21089951,86467187.8431494,109599575.525859,"estimate"
2001,"Tasman District","Tasman",229737640.921524,291170861.018682,5418340587.77178,6867237288.17646,"estimate"
2001,"Taupo District","Bay of Plenty",30724514.4499756,39376527.4559875,945369675.383864,1211585460.18423,"estimate"
2001,"Taupo District","Hawke's Bay",24176363.4642706,30908736.4057518,743888106.592941,951038043.253903,"estimate"
2001,"Taupo District","Manawatu-Wanganui",1481373.66868471,1894717.97593097,45580728.2672219,58299014.64403,"estimate"
2001,"Taupo District","Waikato",158328629.816437,203005438.886828,4871650148.19805,6246321196.51777,"estimate"
2001,"Tauranga City","Bay of Plenty",724817467.204539,937312751.624286,7752058472.77582,10024735311.4897,"estimate"
2001,"Thames-Coromandel District","Waikato",132936008.887996,169696276.789206,5152558484.03084,6577375069.34906,"estimate"
2001,"Timaru District","Canterbury",329796922.434704,420682571.957988,7705535570.90429,9829032055.09319,"estimate"
2001,"Upper Hutt City","Wellington",159446442.422698,203743529.615452,4229348605.3766,5404337655.58228,"estimate"
2001,"Waikato District","Waikato",180059236.198789,236505216.82201,3353058402.21208,4404193981.7879,"estimate"
2001,"Waimakariri District","Canterbury",114443089.85477,146629497.8218,3019606592.47414,3868852185.27177,"estimate"
2001,"Waimate District","Canterbury",24731525.7772723,31766326.5305563,3425419082.72469,4399768217.52857,"estimate"
2001,"Waipa District","Waikato",203504626.34287,263236331.488026,5087615658.57176,6580908287.20065,"estimate"
2001,"Wairoa District","Hawke's Bay",57057260.4359899,71776568.3493473,6161691191.79156,7751249281.78697,"estimate"
2001,"Waitaki District","Canterbury",94042524.7194744,120681911.834905,4587440230.21826,5886922528.53195,"estimate"
2001,"Waitaki District","Otago",63723143.4842106,82029114.3244557,3108446023.62003,4001420210.94906,"estimate"
2001,"Waitomo District","Manawatu-Wanganui",3483568.62501634,4461892.83014315,356193110.942366,456226260.750833,"estimate"
2001,"Waitomo District","Waikato",64424628.0037773,83010322.1924919,6587385276.45985,8487763005.36728,"estimate"
2001,"Wanganui District","Manawatu-Wanganui",311036106.055372,399890740.41571,7005317703.94982,9006548207.56105,"estimate"
2001,"Wellington City","Wellington",3954346057.40069,5092295534.4904,23111315355.9363,29762101312.0421,"estimate"
2001,"Western Bay of Plenty District","Bay of Plenty",140963539.706244,179916587.460193,3614449736.05754,4613245832.31264,"estimate"
2001,"Westland District","West Coast",52192893.4665108,66163195.2410349,6532277029.60085,8280750343.05818,"estimate"
2001,"Whakatane District","Bay of Plenty",196409836.65658,252624592.93823,5759819256.7912,7408345833.96568,"estimate"
2001,"Whangarei District","Northland",498374890.221535,647562179.235782,7119641288.87907,9250888274.79689,"estimate"
2002,"Ashburton District","Canterbury",229740552.789458,284647775.618691,8735382235.34061,10823109339.1137,"estimate"
2002,"Auckland","Auckland",14234039952.2037,17938628135.2781,11334639235.7093,14284621862.7792,"estimate"
2002,"Buller District","West Coast",65099939.5024897,84263015.6558001,6622577772.37942,8572026007.7111,"estimate"
2002,"Carterton District","Wellington",39809170.1120088,48360884.4594528,5646690796.02962,6859699923.32663,"estimate"
2002,"Central Hawke's Bay District","Hawke's Bay",105873877.875216,129442633.262025,8020748323.88002,9806260095.60796,"estimate"
2002,"Central Otago District","Otago",116356388.138831,145135858.704362,7655025535.44943,9548411756.8659,"estimate"
2002,"Christchurch City","Canterbury",3633662508.74663,4587364158.61721,10671549218.0518,13472435120.7554,"estimate"
2002,"Clutha District","Otago",143162560.909146,175273148.955009,8180717766.23691,10015608511.7148,"estimate"
2002,"Dunedin City","Otago",1019449954.42206,1300543387.71615,8481280818.81917,10819828516.7733,"estimate"
2002,"Far North District","Northland",286243937.283308,362064618.000842,5057313379.56375,6396901378.10675,"estimate"
2002,"Gisborne District","Gisborne",324384442.633566,407335324.888433,7129328409.52892,8952424722.82271,"estimate"
2002,"Gore District","Southland",126205591.19384,153420657.196979,9976726576.58815,12128115193.4371,"estimate"
2002,"Grey District","West Coast",111252934.083241,141374017.543954,8428252582.06375,10710152844.2389,"estimate"
2002,"Hamilton City","Waikato",1371254847.48667,1744303677.22386,11058506834.5699,14066965138.9021,"estimate"
2002,"Hastings District","Hawke's Bay",679513376.943409,845085865.500116,9652178649.76433,12004060589.4903,"estimate"
2002,"Hauraki District","Waikato",74800570.5178965,95455669.7611766,4144075928.96934,5288402756.85189,"estimate"
2002,"Horowhenua District","Manawatu-Wanganui",133652899.203437,167098570.380778,4367741804.03388,5460737594.14307,"estimate"
2002,"Hurunui District","Canterbury",40588702.9445977,50732971.8962991,3959873458.00953,4949558233.78528,"estimate"
2002,"Invercargill City","Southland",471946964.810831,595172971.874344,9164018734.1909,11556756735.4242,"estimate"
2002,"Kaikoura District","Canterbury",21801698.8937625,27597585.1889957,6022568755.183,7623642317.40214,"estimate"
2002,"Kaipara District","Northland",74106749.4618853,92094300.1168753,4094295550.3804,5088082879.38538,"estimate"
2002,"Kapiti Coast District","Wellington",122999336.893229,156575906.89311,2776508733.48146,3534444850.86027,"estimate"
2002,"Kawerau District","Bay of Plenty",94621072.2899079,110215482.560848,12944059136.7863,15077357395.4649,"estimate"
2002,"Lower Hutt City","Wellington",857973613.823861,1082612367.34014,8596929998.23508,10847819312.0255,"estimate"
2002,"Mackenzie District","Canterbury",24571652.7912226,31264077.3462015,6483285696.89252,8249096925.11913,"estimate"
2002,"Manawatu District","Manawatu-Wanganui",132634500.686889,164169641.84554,5043136908.24674,6242191705.15362,"estimate"
2002,"Marlborough District","Marlborough",308527457.062011,382896483.304088,7488530511.21385,9293603963.69145,"estimate"
2002,"Masterton District","Wellington",161274916.845081,203039584.417299,6921670250.86184,8714145253.96131,"estimate"
2002,"Matamata-Piako District","Waikato",231907900.359569,286238492.671978,7628549353.93319,9415739890.52559,"estimate"
2002,"Napier City","Hawke's Bay",404741414.409301,509824876.189972,7292638097.46489,9186033805.22473,"estimate"
2002,"Nelson City","Nelson",443374476.038575,557707653.214702,10287110812.96,12939852742.8005,"estimate"
2002,"New Plymouth District","Taranaki",592561534.247257,756470568.424249,8587848322.42402,10963341571.3659,"estimate"
2002,"Opotiki District","Bay of Plenty",38556389.3160346,48866737.9554011,4071424426.19162,5160162402.89346,"estimate"
2002,"Otorohanga District","Waikato",54987098.1385096,67676750.584334,5751788508.2123,7079158010.9136,"estimate"
2002,"Palmerston North City","Manawatu-Wanganui",870839552.769995,1112462438.49319,11193310446.9151,14299003065.4652,"estimate"
2002,"Porirua City","Wellington",264099798.088469,337475997.670303,5303208796.95722,6776626459.24303,"estimate"
2002,"Queenstown-Lakes District","Otago",198741281.672434,249736299.529091,10378134813.1819,13041060027.6288,"estimate"
2002,"Rangitikei District","Hawke's Bay",11298503.2299932,14114209.7392657,731294707.442923,913541083.447619,"estimate"
2002,"Rangitikei District","Manawatu-Wanganui",71592710.7875749,89702600.1159,4633832413.43527,5805993535.00971,"estimate"
2002,"Rotorua District","Bay of Plenty",361106563.035232,453128324.42277,5357664139.98861,6722972172.44466,"estimate"
2002,"Rotorua District","Waikato",225866121.102809,283227970.302734,3351129393.21675,4202195405.08508,"estimate"
2002,"Ruapehu District","Manawatu-Wanganui",110615371.567367,137743653.424789,7474011592.38967,9307003609.78302,"estimate"
2002,"Selwyn District","Canterbury",188206319.780488,237583793.523269,6358321614.20566,8026479510.92124,"estimate"
2002,"South Taranaki District","Taranaki",273976017.447343,338734035.10282,9750036208.09049,12054591996.5416,"estimate"
2002,"South Waikato District","Waikato",195497149.727585,237776179.344626,8145714571.98269,9907340806.02609,"estimate"
2002,"South Wairarapa District","Wellington",35169627.578833,43619974.1796511,3912083156.71113,4852054969.92782,"estimate"
2002,"Southland District","Southland",276427671.328582,338102314.235969,9434391512.92089,11539328130.9205,"estimate"
2002,"Stratford District","Manawatu-Wanganui",13747877.6377183,17292307.5938718,1515752771.52351,1906538874.7378,"estimate"
2002,"Stratford District","Taranaki",29386088.0122862,37131408.8499118,3239921500.80333,4093870876.50627,"estimate"
2002,"Tararua District","Manawatu-Wanganui",106672705.326557,130965094.877622,5845079743.92095,7176169582.33546,"estimate"
2002,"Tararua District","Wellington",1712409.188965,2104328.61497265,93830640.4912328,115305677.532748,"estimate"
2002,"Tasman District","Tasman",256474687.570531,315657189.316164,5936914064.13265,7306879382.31861,"estimate"
2002,"Taupo District","Bay of Plenty",32955246.5816999,41357223.249687,1007805705.86238,1264746888.36963,"estimate"
2002,"Taupo District","Hawke's Bay",25930080.2578907,32423805.4904031,792968815.226015,991553684.721808,"estimate"
2002,"Taupo District","Manawatu-Wanganui",1588910.7433802,1988782.47809304,48590542.6110153,60819036.0273101,"estimate"
2002,"Taupo District","Waikato",169816723.39536,212771493.301697,5193171969.27708,6506773495.46475,"estimate"
2002,"Tauranga City","Bay of Plenty",784690138.440643,990597834.403254,8173855608.75669,10318727441.7006,"estimate"
2002,"Thames-Coromandel District","Waikato",150519066.214303,188056279.932122,5789194854.39627,7232933843.54314,"estimate"
2002,"Timaru District","Canterbury",353101442.352013,439804966.664978,8192608871.27641,10204291569.9531,"estimate"
2002,"Upper Hutt City","Wellington",163907281.879808,203046039.24578,4302028395.79547,5329292368.65566,"estimate"
2002,"Waikato District","Waikato",199782258.518515,255023517.477729,3632404700.33664,4636791226.8678,"estimate"
2002,"Waimakariri District","Canterbury",123100098.508587,154133405.942798,3156412782.27146,3952138613.91788,"estimate"
2002,"Waimate District","Canterbury",27838694.935788,34722156.9075908,3850441899.83237,4802511328.85073,"estimate"
2002,"Waipa District","Waikato",226164376.460112,284857853.147673,5570551144.33774,7016203279.49933,"estimate"
2002,"Wairoa District","Hawke's Bay",62032333.2029239,76579367.1240799,6749981850.15495,8332901754.52447,"estimate"
2002,"Waitaki District","Canterbury",96640698.266369,120925974.020263,4714180403.23751,5898828000.98846,"estimate"
2002,"Waitaki District","Otago",65481567.9630697,81697579.8503983,3194222827.46681,3985247797.58041,"estimate"
2002,"Waitomo District","Manawatu-Wanganui",3825946.32642689,4795264.65405485,393615877.204413,493339984.985067,"estimate"
2002,"Waitomo District","Waikato",70754821.0214029,88904471.8957694,7279302574.21841,9146550606.56064,"estimate"
2002,"Wanganui District","Manawatu-Wanganui",323964492.204291,406858239.732387,7312968221.31583,9184158910.43762,"estimate"
2002,"Wellington City","Wellington",4066801960.21352,5111709224.73638,23318818579.2059,29310259316.149,"estimate"
2002,"Western Bay of Plenty District","Bay of Plenty",150741159.752264,186867938.382944,3797006542.87818,4707000966.82479,"estimate"
2002,"Westland District","West Coast",55703272.4764284,69148235.4259479,6876947219.31215,8536819188.38863,"estimate"
2002,"Whakatane District","Bay of Plenty",215774521.024291,271479653.419033,6309196521.17809,7938001561.96004,"estimate"
2002,"Whangarei District","Northland",545263770.350723,689360139.231765,7647458209.68756,9668445150.51563,"estimate"
2003,"Ashburton District","Canterbury",246868888.839257,307542825.048884,9211525702.95736,11475478546.6002,"estimate"
2003,"Auckland","Auckland",15118995635.9873,18828138564.7573,11651507117.7461,14509971150.3987,"estimate"
2003,"Buller District","West Coast",70025244.964035,89748425.2527805,7094756328.67629,9093052203.92913,"estimate"
2003,"Carterton District","Wellington",40671063.4490782,49901772.157677,5712228012.51099,7008675864.84227,"estimate"
2003,"Central Hawke's Bay District","Hawke's Bay",112068530.165442,139518529.132422,8490040164.04863,10569585540.335,"estimate"
2003,"Central Otago District","Otago",123995322.058492,156523553.162495,7897791213.91668,9969653067.67482,"estimate"
2003,"Christchurch City","Canterbury",3853057998.65934,4805376673.3083,11084746831.5861,13824443824.2471,"estimate"
2003,"Clutha District","Otago",155508963.944567,193178975.817981,8911688478.19866,11070428413.6379,"estimate"
2003,"Dunedin City","Otago",1074167203.97064,1356886537.24249,8884757683.79358,11223213707.5475,"estimate"
2003,"Far North District","Northland",319974462.587363,404041307.148568,5623452769.54944,7100901707.35621,"estimate"
2003,"Gisborne District","Gisborne",342481530.300709,431752591.220006,7477762670.32115,9426912472.05252,"estimate"
2003,"Gore District","Southland",136212707.498642,167535695.466743,10767802964.3195,13243928495.3947,"estimate"
2003,"Grey District","West Coast",124057846.798748,157009779.870622,9362856362.16967,11849794707.2167,"estimate"
2003,"Hamilton City","Waikato",1474348843.87528,1854083436.96815,11599912225.612,14587595884.8793,"estimate"
2003,"Hastings District","Hawke's Bay",704491247.63845,881318028.338726,9908456366.22293,12395471565.9455,"estimate"
2003,"Hauraki District","Waikato",78627883.686885,100865278.743431,4332114803.68512,5557315633.24691,"estimate"
2003,"Horowhenua District","Manawatu-Wanganui",142703534.301709,177827454.67882,4663514192.86629,5811354728.06601,"estimate"
2003,"Hurunui District","Canterbury",44261267.3148091,56456360.087836,4276450948.29074,5454720781.43343,"estimate"
2003,"Invercargill City","Southland",498612440.805395,623056852.401009,9570296368.62562,11958864729.386,"estimate"
2003,"Kaikoura District","Canterbury",22581887.6869672,28534058.2757124,6169914668.57027,7796190785.71378,"estimate"
2003,"Kaipara District","Northland",80460897.7377104,101403214.146223,4408816314.39509,5556340501.1629,"estimate"
2003,"Kapiti Coast District","Wellington",127784721.646545,161328960.346413,2833364116.33137,3577138810.34175,"estimate"
2003,"Kawerau District","Bay of Plenty",106215757.907916,122315501.998338,14570062813.1572,16778532510.0601,"estimate"
2003,"Lower Hutt City","Wellington",872277816.077309,1087768923.80637,8696688096.48363,10845153776.7335,"estimate"
2003,"Mackenzie District","Canterbury",27666494.1687614,35373620.4930168,7204816189.78161,9211880336.72311,"estimate"
2003,"Manawatu District","Manawatu-Wanganui",135126973.561755,167941906.148145,5118445968.24831,6361435838.9449,"estimate"
2003,"Marlborough District","Marlborough",337665465.416,420299611.698233,8078121182.20095,10055014633.929,"estimate"
2003,"Masterton District","Wellington",171002347.164548,214438289.997486,7339156530.66729,9203360085.729,"estimate"
2003,"Matamata-Piako District","Waikato",244583626.581412,305317159.964055,7992928973.24875,9977684966.14557,"estimate"
2003,"Napier City","Hawke's Bay",426084319.254691,531835031.142266,7622259736.21988,9514043490.91711,"estimate"
2003,"Nelson City","Nelson",473844361.230125,591781716.359954,10867989936.4707,13572975145.8705,"estimate"
2003,"New Plymouth District","Taranaki",632761303.649529,801397252.941462,9078354428.25723,11497808507.0511,"estimate"
2003,"Opotiki District","Bay of Plenty",41240726.8178256,52395389.0831008,4359484864.46359,5538624638.80558,"estimate"
2003,"Otorohanga District","Waikato",54959690.4455527,68956839.8625052,5791326706.59144,7266263420.70655,"estimate"
2003,"Palmerston North City","Manawatu-Wanganui",934717866.601185,1180789364.33837,11831871729.1289,14946700814.4098,"estimate"
2003,"Porirua City","Wellington",264752923.781467,334886697.19732,5263477609.96953,6657787220.62266,"estimate"
2003,"Queenstown-Lakes District","Otago",224148285.383174,280476507.784282,10987661048.1948,13748848420.7981,"estimate"
2003,"Rangitikei District","Hawke's Bay",11579865.7575202,14655989.2023218,749505874.273154,948607715.360633,"estimate"
2003,"Rangitikei District","Manawatu-Wanganui",73377073.3901255,92863556.4862266,4749325138.51945,6010586180.33829,"estimate"
2003,"Rotorua District","Bay of Plenty",383558130.454596,477152681.026893,5648867900.65678,7027285434.85852,"estimate"
2003,"Rotorua District","Waikato",239910790.805907,298198948.724457,3533295888.15769,4391737094.61645,"estimate"
2003,"Ruapehu District","Manawatu-Wanganui",115707043.706793,144007467.519861,7844545336.05376,9763218136.93971,"estimate"
2003,"Selwyn District","Canterbury",199835433.435053,254145334.807867,6467166130.58424,8224768116.75946,"estimate"
2003,"South Taranaki District","Taranaki",300582672.979077,377308557.085393,10735095463.5385,13475305610.1926,"estimate"
2003,"South Waikato District","Waikato",260163439.597872,316262776.961143,10885499564.7645,13232752174.1064,"estimate"
2003,"South Wairarapa District","Wellington",36984887.9253035,46730875.2059252,4114003106.2629,5198095128.579,"estimate"
2003,"Southland District","Southland",287227194.611258,357690012.690023,9769632469.77069,12166326962.2457,"estimate"
2003,"Stratford District","Manawatu-Wanganui",14669206.8146514,18613166.2086498,1613774127.02436,2047653048.25631,"estimate"
2003,"Stratford District","Taranaki",31356211.2457783,39750167.0626047,3449528189.85459,4372955672.45376,"estimate"
2003,"Tararua District","Manawatu-Wanganui",116224757.276886,144806326.201357,6385975674.55419,7956391549.5251,"estimate"
2003,"Tararua District","Wellington",1865760.49816554,2328028.14506978,102514313.086018,127913634.344493,"estimate"
