"","TimePeriod","CV1","Value","Unit","Magnitude","Obs_Status","Dataset_ID","Year","YEMar"
"1159",2000-06-30,"Rental and hiring services (except real estate)",55603700,"Total earnings","Units",NA,3472,2000,2001
"1160",2000-06-30,"Log sawmilling and timber dressing",78054000,"Total earnings","Units",NA,3472,2000,2001
"1161",2000-06-30,"Postal and other transport support services",148211400,"Total earnings","Units",NA,3472,2000,2001
"1162",2000-06-30,"Fruit and tree nut growing",57483300,"Total earnings","Units",NA,3472,2000,2001
"1163",2000-06-30,"Health and general insurance",63244600,"Total earnings","Units",NA,3472,2000,2001
"1164",2000-06-30,"Fishing",17310900,"Total earnings","Units",NA,3472,2000,2001
"1165",2000-06-30,"Grain mill and cereal product manufacturing",7322700,"Total earnings","Units",NA,3472,2000,2001
"1166",2000-06-30,"Agriculture and fishing support services",55035200,"Total earnings","Units",NA,3472,2000,2001
"1167",2000-06-30,"Real estate services",54810800,"Total earnings","Units",NA,3472,2000,2001
"1168",2000-06-30,"Water transport support services",43714600,"Total earnings","Units",NA,3472,2000,2001
"1169",2000-06-30,"Specialised machinery and equipment manufacturing",35891000,"Total earnings","Units",NA,3472,2000,2001
"1170",2000-06-30,"Adult, community, and other education",66775900,"Total earnings","Units",NA,3472,2000,2001
"1171",2000-06-30,"Grocery, liquor, and tobacco product wholesaling",132058300,"Total earnings","Units",NA,3472,2000,2001
"1172",2000-06-30,"Non-metallic mineral product manufacturing",59485700,"Total earnings","Units",NA,3472,2000,2001
"1173",2000-06-30,"Scientific research services",59759000,"Total earnings","Units",NA,3472,2000,2001
"1174",2000-06-30,"Other store-based retailing",420932300,"Total earnings","Units",NA,3472,2000,2001
"1175",2000-06-30,"Finance",254697500,"Total earnings","Units",NA,3472,2000,2001
"1176",2000-06-30,"Textile product manufacturing",35131500,"Total earnings","Units",NA,3472,2000,2001
"1177",2000-06-30,"Education and training",1155061100,"Total earnings","Units",NA,3472,2000,2001
"1178",2000-06-30,"Furniture manufacturing",60087800,"Total earnings","Units",NA,3472,2000,2001
"1179",2000-06-30,"Fuel retailing",51829000,"Total earnings","Units",NA,3472,2000,2001
"1180",2000-06-30,"Fabricated metal product manufacturing",169091800,"Total earnings","Units",NA,3472,2000,2001
"1181",2000-06-30,"Food retailing",200711200,"Total earnings","Units",NA,3472,2000,2001
"1182",2000-06-30,"Artistic activities",10472400,"Total earnings","Units",NA,3472,2000,2001
"1183",2000-06-30,"Food and beverage services",239392900,"Total earnings","Units",NA,3472,2000,2001
"1184",2000-06-30,"Other transport",7860000,"Total earnings","Units",NA,3472,2000,2001
"1185",2000-06-30,"Insurance and superannuation funds",104685500,"Total earnings","Units",NA,3472,2000,2001
"1186",2000-06-30,"Other personal services",31950400,"Total earnings","Units",NA,3472,2000,2001
"1187",2000-06-30,"Health care and social assistance",979571600,"Total earnings","Units",NA,3472,2000,2001
"1188",2000-06-30,"Building cleaning, pest control, and other support services",97716700,"Total earnings","Units",NA,3472,2000,2001
"1189",2000-06-30,"Food product manufacturing",501185500,"Total earnings","Units",NA,3472,2000,2001
"1190",2000-06-30,"Motion picture and video activities",22151000,"Total earnings","Units",NA,3472,2000,2001
"1191",2000-06-30,"Financial and insurance services",472658700,"Total earnings","Units",NA,3472,2000,2001
"1192",2000-06-30,"Agriculture, forestry, and fishing support services",73198200,"Total earnings","Units",NA,3472,2000,2001
"1193",2000-06-30,"Other construction services",33700100,"Total earnings","Units",NA,3472,2000,2001
"1194",2000-06-30,"Seafood processing",44783700,"Total earnings","Units",NA,3472,2000,2001
"1195",2000-06-30,"Residential care services",146088800,"Total earnings","Units",NA,3472,2000,2001
"1196",2000-06-30,"Ceramic product manufacturing",3712500,"Total earnings","Units",NA,3472,2000,2001
"1197",2000-06-30,"Warehousing and storage services",44031200,"Total earnings","Units",NA,3472,2000,2001
"1198",2000-06-30,"Other goods and equipment rental and hiring",34232200,"Total earnings","Units",NA,3472,2000,2001
"1199",2000-06-30,"School education",712999200,"Total earnings","Units",NA,3472,2000,2001
"1200",2000-06-30,"Manufacturing",1983137400,"Total earnings","Units",NA,3472,2000,2001
"1201",2000-06-30,"Timber and hardware goods wholesaling",60181900,"Total earnings","Units",NA,3472,2000,2001
"1202",2000-06-30,"Repair and maintenance",148558700,"Total earnings","Units",NA,3472,2000,2001
"1203",2000-06-30,"Waste collection services",7284200,"Total earnings","Units",NA,3472,2000,2001
"1204",2000-06-30,"Other wood product manufacturing",83235100,"Total earnings","Units",NA,3472,2000,2001
"1205",2000-06-30,"Mushroom and vegetable growing",23114800,"Total earnings","Units",NA,3472,2000,2001
"1206",2000-06-30,"Building installation services",144957700,"Total earnings","Units",NA,3472,2000,2001
"1207",2000-06-30,"Motor vehicle parts retailing",21397400,"Total earnings","Units",NA,3472,2000,2001
"1208",2000-06-30,"Employment services",106507700,"Total earnings","Units",NA,3472,2000,2001
"1209",2000-06-30,"Local government administration",119451400,"Total earnings","Units",NA,3472,2000,2001
"1210",2000-06-30,"Iron and steel forging",1571300,"Total earnings","Units",NA,3472,2000,2001
"1211",2000-06-30,"Preschool and school education",752514000,"Total earnings","Units",NA,3472,2000,2001
"1212",2000-06-30,"Textile, clothing, and footwear wholesaling",29426900,"Total earnings","Units",NA,3472,2000,2001
"1213",2000-06-30,"Property operators",40595500,"Total earnings","Units",NA,3472,2000,2001
"1214",2000-06-30,"Agriculture, forestry, and fishing",382312400,"Total earnings","Units",NA,3472,2000,2001
"1215",2000-06-30,"Other sheet metal product manufacturing",14593600,"Total earnings","Units",NA,3472,2000,2001
"1216",2000-09-30,"Library and other information services",37554500,"Total earnings","Units",NA,3472,2000,2001
"1217",2000-09-30,"Non store retailing",7517800,"Total earnings","Units",NA,3472,2000,2001
"1218",2000-09-30,"Poultry farming",6268400,"Total earnings","Units",NA,3472,2000,2001
"1219",2000-09-30,"Personal and other services",174534800,"Total earnings","Units",NA,3472,2000,2001
"1220",2000-09-30,"Iron and steel forging",1589000,"Total earnings","Units",NA,3472,2000,2001
"1221",2000-09-30,"Road transport",199861400,"Total earnings","Units",NA,3472,2000,2001
"1222",2000-09-30,"Life insurance",44329100,"Total earnings","Units",NA,3472,2000,2001
"1223",2000-09-30,"Other repair and maintenance",4350500,"Total earnings","Units",NA,3472,2000,2001
"1224",2000-09-30,"Textile, clothing, and footwear wholesaling",29824700,"Total earnings","Units",NA,3472,2000,2001
"1225",2000-09-30,"Grocery, liquor, and tobacco product wholesaling",134334900,"Total earnings","Units",NA,3472,2000,2001
"1226",2000-09-30,"Public order, safety, and regulatory services, and defence",386480700,"Total earnings","Units",NA,3472,2000,2001
"1227",2000-09-30,"Mining",37869000,"Total earnings","Units",NA,3472,2000,2001
"1228",2000-09-30,"Ceramic product manufacturing",3598400,"Total earnings","Units",NA,3472,2000,2001
"1229",2000-09-30,"Warehousing and storage services",41610300,"Total earnings","Units",NA,3472,2000,2001
"1230",2000-09-30,"Sound recording and music publishing",667400,"Total earnings","Units",NA,3472,2000,2001
"1231",2000-09-30,"Pubs, taverns and bars",39461700,"Total earnings","Units",NA,3472,2000,2001
"1232",2000-09-30,"Log sawmilling and timber dressing",82357100,"Total earnings","Units",NA,3472,2000,2001
"1233",2000-09-30,"Fishing",24675300,"Total earnings","Units",NA,3472,2000,2001
"1234",2000-09-30,"Non-financial intangible assets (except copyrights) leasing",4589200,"Total earnings","Units",NA,3472,2000,2001
"1235",2000-09-30,"Other personal services",32531500,"Total earnings","Units",NA,3472,2000,2001
"1236",2000-09-30,"Scenic and sightseeing transport",6267300,"Total earnings","Units",NA,3472,2000,2001
"1237",2000-09-30,"Recreational goods retailing",41929200,"Total earnings","Units",NA,3472,2000,2001
"1238",2000-09-30,"Beverage and tobacco manufacturing",44702600,"Total earnings","Units",NA,3472,2000,2001
"1239",2000-09-30,"Polymer product and rubber product manufacturing",106151900,"Total earnings","Units",NA,3472,2000,2001
"1240",2000-09-30,"Food retailing",198811200,"Total earnings","Units",NA,3472,2000,2001
"1241",2000-09-30,"Forestry and logging",33989000,"Total earnings","Units",NA,3472,2000,2001
"1242",2000-09-30,"Machinery and equipment wholesaling",302016900,"Total earnings","Units",NA,3472,2000,2001
"1243",2000-09-30,"Other health care services",23912200,"Total earnings","Units",NA,3472,2000,2001
"1244",2000-09-30,"Veterinary services",18668600,"Total earnings","Units",NA,3472,2000,2001
"1245",2000-09-30,"Building installation services",153420900,"Total earnings","Units",NA,3472,2000,2001
"1246",2000-09-30,"Residential care services",145337100,"Total earnings","Units",NA,3472,2000,2001
"1247",2000-09-30,"Grain, sheep, and beef cattle farming",75268100,"Total earnings","Units",NA,3472,2000,2001
"1248",2000-09-30,"Pharmaceutical and medicinal product manufacturing",14349500,"Total earnings","Units",NA,3472,2000,2001
"1249",2000-09-30,"Dairy product and other food product manufacturing",136766400,"Total earnings","Units",NA,3472,2000,2001
"1250",2000-09-30,"Furniture, floor coverings, houseware, and textile goods retailing",42839400,"Total earnings","Units",NA,3472,2000,2001
"1251",2000-09-30,"Other professional, scientific, and technical services",12704400,"Total earnings","Units",NA,3472,2000,2001
"1252",2000-09-30,"Transport, postal, and warehousing",607073000,"Total earnings","Units",NA,3472,2000,2001
"1253",2000-09-30,"Construction services",327071700,"Total earnings","Units",NA,3472,2000,2001
"1254",2000-09-30,"Medical services",63257600,"Total earnings","Units",NA,3472,2000,2001
"1255",2000-09-30,"Basic chemical and chemical product manufacturing",82499200,"Total earnings","Units",NA,3472,2000,2001
"1256",2000-09-30,"Hospitals",461396400,"Total earnings","Units",NA,3472,2000,2001
"1257",2000-09-30,"Artistic activities",11412300,"Total earnings","Units",NA,3472,2000,2001
"1258",2000-09-30,"Accommodation",103518400,"Total earnings","Units",NA,3472,2000,2001
"1259",2000-09-30,"Travel agency services",50366300,"Total earnings","Units",NA,3472,2000,2001
"1260",2000-09-30,"Building completion services",67059100,"Total earnings","Units",NA,3472,2000,2001
"1261",2000-09-30,"Central government administration",251576700,"Total earnings","Units",NA,3472,2000,2001
"1262",2000-09-30,"Textile fibre, yarn, and woven fabric manufacturing",23683300,"Total earnings","Units",NA,3472,2000,2001
"1263",2000-09-30,"Exploration and other mining services",3717300,"Total earnings","Units",NA,3472,2000,2001
"1264",2000-09-30,"Furniture and other manufacturing",84444600,"Total earnings","Units",NA,3472,2000,2001
"1265",2000-09-30,"Fabricated metal product manufacturing",173605300,"Total earnings","Units",NA,3472,2000,2001
"1266",2000-09-30,"Glass and glass product manufacturing",9923600,"Total earnings","Units",NA,3472,2000,2001
"1267",2000-09-30,"Sport and recreation activities",88665700,"Total earnings","Units",NA,3472,2000,2001
"1268",2000-09-30,"Accommodation and food services",345181700,"Total earnings","Units",NA,3472,2000,2001
"1269",2000-09-30,"Printing",101853700,"Total earnings","Units",NA,3472,2000,2001
"1270",2000-09-30,"Real estate services",57222600,"Total earnings","Units",NA,3472,2000,2001
"1271",2000-09-30,"Health and general insurance",64941500,"Total earnings","Units",NA,3472,2000,2001
"1272",2000-09-30,"Agricultural product wholesaling",18261000,"Total earnings","Units",NA,3472,2000,2001
"1273",2000-09-30,"Other administrative services",254030300,"Total earnings","Units",NA,3472,2000,2001
"1274",2000-09-30,"Furniture manufacturing",62004700,"Total earnings","Units",NA,3472,2000,2001
"1275",2000-09-30,"Knitted product manufacturing",9749900,"Total earnings","Units",NA,3472,2000,2001
"1276",2000-09-30,"Clothing and footwear manufacturing",51436600,"Total earnings","Units",NA,3472,2000,2001
"1277",2000-09-30,"Petroleum and coal product manufacturing",15651100,"Total earnings","Units",NA,3472,2000,2001
"1278",2000-09-30,"Mushroom and vegetable growing",20113100,"Total earnings","Units",NA,3472,2000,2001
"1279",2000-09-30,"Beverage and tobacco product manufacturing",44702600,"Total earnings","Units",NA,3472,2000,2001
"1280",2000-09-30,"Food and beverage services",241663300,"Total earnings","Units",NA,3472,2000,2001
"1281",2000-09-30,"Clothing, footwear, and personal accessories retailing",63247200,"Total earnings","Units",NA,3472,2000,2001
"1282",2000-09-30,"Local government administration",117471100,"Total earnings","Units",NA,3472,2000,2001
"1283",2000-09-30,"Auxiliary insurance services",37570600,"Total earnings","Units",NA,3472,2000,2001
"1284",2000-09-30,"Other livestock farming",10308400,"Total earnings","Units",NA,3472,2000,2001
"1285",2000-09-30,"Building cleaning, pest control, and gardening services",67278900,"Total earnings","Units",NA,3472,2000,2001
"1286",2000-09-30,"Motor vehicle and motor vehicle parts wholesaling",55031700,"Total earnings","Units",NA,3472,2000,2001
"1287",2000-09-30,"Adult, community, and other education",68847600,"Total earnings","Units",NA,3472,2000,2001
"1288",2000-09-30,"Furniture, floor coverings, and other goods wholesaling",143626500,"Total earnings","Units",NA,3472,2000,2001
"1289",2000-09-30,"Not elsewhere classified",22738900,"Total earnings","Units",NA,3472,2000,2001
"1290",2000-09-30,"Other manufacturing",22439900,"Total earnings","Units",NA,3472,2000,2001
"1291",2000-09-30,"Motor vehicle retailing",104181000,"Total earnings","Units",NA,3472,2000,2001
"1292",2000-09-30,"Textile product manufacturing",34939400,"Total earnings","Units",NA,3472,2000,2001
"1293",2000-09-30,"Property operators",40958500,"Total earnings","Units",NA,3472,2000,2001
"1294",2000-09-30,"Timber and hardware goods wholesaling",61997100,"Total earnings","Units",NA,3472,2000,2001
"1295",2000-09-30,"Department stores",73849100,"Total earnings","Units",NA,3472,2000,2001
"1296",2000-09-30,"Motor vehicle and transport equipment rental and hiring",17735600,"Total earnings","Units",NA,3472,2000,2001
"1297",2000-09-30,"Aquaculture",4489200,"Total earnings","Units",NA,3472,2000,2001
"1298",2000-09-30,"Other machinery and equipment wholesaling",222078300,"Total earnings","Units",NA,3472,2000,2001
"1299",2000-09-30,"Advertising services",44811900,"Total earnings","Units",NA,3472,2000,2001
"1300",2000-09-30,"Medical and other health care services",288159400,"Total earnings","Units",NA,3472,2000,2001
"1301",2000-09-30,"Postal and other transport support services",147950500,"Total earnings","Units",NA,3472,2000,2001
"1302",2000-09-30,"Postal and transport support services",212090900,"Total earnings","Units",NA,3472,2000,2001
"1303",2000-09-30,"Electrical equipment and domestic appliance manufacturing",67310900,"Total earnings","Units",NA,3472,2000,2001
"1304",2000-09-30,"Management and other consulting services",367914700,"Total earnings","Units",NA,3472,2000,2001
"1305",2000-09-30,"Other goods and equipment rental and hiring",35291700,"Total earnings","Units",NA,3472,2000,2001
"1306",2000-09-30,"Museum operation",12556600,"Total earnings","Units",NA,3472,2000,2001
"1307",2000-09-30,"Publishing (except music publishing)",96451900,"Total earnings","Units",NA,3472,2000,2001
"1308",2000-09-30,"Cement, lime, plaster and concrete product manufacturing",44475400,"Total earnings","Units",NA,3472,2000,2001
"1309",2000-09-30,"Electricity, gas, water, and waste services",102664900,"Total earnings","Units",NA,3472,2000,2001
"1310",2000-09-30,"Other basic chemical product manufacturing",22358900,"Total earnings","Units",NA,3472,2000,2001
"1311",2000-09-30,"Exploration and other mining support services",3717300,"Total earnings","Units",NA,3472,2000,2001
"1312",2000-09-30,"Religious services",30677700,"Total earnings","Units",NA,3472,2000,2001
"1313",2000-09-30,"Specialised food retailing",37584600,"Total earnings","Units",NA,3472,2000,2001
"1314",2000-09-30,"Metal container manufacturing",16356300,"Total earnings","Units",NA,3472,2000,2001
"1315",2000-09-30,"Professional, scientific, and technical services",1153307700,"Total earnings","Units",NA,3472,2000,2001
"1316",2000-09-30,"Health care and social assistance",1002410600,"Total earnings","Units",NA,3472,2000,2001
"1317",2000-09-30,"Allied health services",169514400,"Total earnings","Units",NA,3472,2000,2001
"1318",2000-09-30,"Deer farming",3741400,"Total earnings","Units",NA,3472,2000,2001
"1319",2000-09-30,"Not elsewhere included",22738900,"Total earnings","Units",NA,3472,2000,2001
"1320",2000-09-30,"Fuel retailing",50907500,"Total earnings","Units",NA,3472,2000,2001
"1321",2000-09-30,"Motor vehicle and motor vehicle part manufacturing",34226800,"Total earnings","Units",NA,3472,2000,2001
"1322",2000-09-30,"Machinery and equipment manufacturing",249918000,"Total earnings","Units",NA,3472,2000,2001
"1323",2000-09-30,"Computer systems design and related services",182194900,"Total earnings","Units",NA,3472,2000,2001
"1324",2000-09-30,"Basic polymer manufacturing",20451600,"Total earnings","Units",NA,3472,2000,2001
"1325",2000-09-30,"Finance",249741700,"Total earnings","Units",NA,3472,2000,2001
"1326",2000-09-30,"Bakery product, sugar, and confectionery manufacturing",66845100,"Total earnings","Units",NA,3472,2000,2001
"1327",2000-09-30,"Grain mill and cereal product manufacturing",7269800,"Total earnings","Units",NA,3472,2000,2001
"1328",2000-09-30,"Social assistance services",107517800,"Total earnings","Units",NA,3472,2000,2001
"1329",2000-09-30,"Other transport",7623100,"Total earnings","Units",NA,3472,2000,2001
"1330",2000-09-30,"Coal, oil, gas, and metal ore mining",17834100,"Total earnings","Units",NA,3472,2000,2001
"1331",2000-09-30,"Scientific research services",71639200,"Total earnings","Units",NA,3472,2000,2001
"1332",2000-09-30,"Air transport support services",20200900,"Total earnings","Units",NA,3472,2000,2001
"1333",2000-09-30,"Agriculture and fishing support services",52597300,"Total earnings","Units",NA,3472,2000,2001
"1334",2000-09-30,"Rental and hiring services (except real estate)",57616500,"Total earnings","Units",NA,3472,2000,2001
"1335",2000-09-30,"Preschool education",38392300,"Total earnings","Units",NA,3472,2000,2001
"1336",2000-09-30,"Auxiliary finance and investment services",93314700,"Total earnings","Units",NA,3472,2000,2001
"1337",2000-09-30,"Creative and performing arts activities",11412300,"Total earnings","Units",NA,3472,2000,2001
"1338",2000-09-30,"Specialised machinery and equipment manufacturing",36945800,"Total earnings","Units",NA,3472,2000,2001
"1339",2000-09-30,"Wood product manufacturing",167851500,"Total earnings","Units",NA,3472,2000,2001
"1340",2000-09-30,"Other goods wholesaling",218193400,"Total earnings","Units",NA,3472,2000,2001
"1341",2000-09-30,"Fruit and vegetable processing",35636800,"Total earnings","Units",NA,3472,2000,2001
"1342",2000-09-30,"Specialised industrial machinery and equipment wholesaling",79938600,"Total earnings","Units",NA,3472,2000,2001
"1343",2000-09-30,"Machinery and equipment repair and maintenance",40928600,"Total earnings","Units",NA,3472,2000,2001
"1344",2000-09-30,"Child care services",31089900,"Total earnings","Units",NA,3472,2000,2001
"1345",2000-09-30,"Leather tanning and fur dressing",19382500,"Total earnings","Units",NA,3472,2000,2001
"1346",2000-09-30,"Construction",613798000,"Total earnings","Units",NA,3472,2000,2001
"1347",2000-09-30,"Agriculture, forestry, and fishing support services",74053200,"Total earnings","Units",NA,3472,2000,2001
"1348",2000-09-30,"Telecommunications, internet, and data processing services",209751100,"Total earnings","Units",NA,3472,2000,2001
"1349",2000-09-30,"Auxiliary finance and insurance services",130885200,"Total earnings","Units",NA,3472,2000,2001
"1350",2000-09-30,"Other machinery and equipment manufacturing",89901900,"Total earnings","Units",NA,3472,2000,2001
"1351",2000-09-30,"Building construction",120277900,"Total earnings","Units",NA,3472,2000,2001
"1352",2000-09-30,"Central banking and non-depository financing",20645500,"Total earnings","Units",NA,3472,2000,2001
"1353",2000-09-30,"Meat and meat product manufacturing",167123300,"Total earnings","Units",NA,3472,2000,2001
"1354",2000-09-30,"Other sheet metal product manufacturing",15313200,"Total earnings","Units",NA,3472,2000,2001
"1355",2000-09-30,"Broadcasting (except internet)",55478100,"Total earnings","Units",NA,3472,2000,2001
"1356",2000-09-30,"Professional, scientific, and technical services (except computer systems design)",971112800,"Total earnings","Units",NA,3472,2000,2001
"1357",2000-09-30,"Chemical manufacturing",12150100,"Total earnings","Units",NA,3472,2000,2001
"1358",2000-09-30,"Amusement and other recreation activities",12700300,"Total earnings","Units",NA,3472,2000,2001
"1359",2000-09-30,"Waste treatment, disposal, and remediation services",12654500,"Total earnings","Units",NA,3472,2000,2001
"1360",2000-09-30,"Food product manufacturing",465282600,"Total earnings","Units",NA,3472,2000,2001
"1361",2000-09-30,"Wholesale trade",870611000,"Total earnings","Units",NA,3472,2000,2001
"1362",2000-09-30,"Pharmaceutical and toiletry goods wholesaling",44742100,"Total earnings","Units",NA,3472,2000,2001
"1363",2000-09-30,"Tertiary education",308548100,"Total earnings","Units",NA,3472,2000,2001
"1364",2000-09-30,"School education",624113100,"Total earnings","Units",NA,3472,2000,2001
"1365",2000-09-30,"Other crop growing",1309900,"Total earnings","Units",NA,3472,2000,2001
"1366",2000-09-30,"Supermarket and grocery stores",161226600,"Total earnings","Units",NA,3472,2000,2001
"1367",2000-09-30,"Insurance and superannuation funds",109730800,"Total earnings","Units",NA,3472,2000,2001
"1368",2000-09-30,"Non store retailing and retail commission based buying and/or selling",7802900,"Total earnings","Units",NA,3472,2000,2001
"1369",2000-09-30,"Gambling activities",14760900,"Total earnings","Units",NA,3472,2000,2001
"1370",2000-09-30,"Construction material mining",15252200,"Total earnings","Units",NA,3472,2000,2001
"1371",2000-09-30,"Seafood processing",51641300,"Total earnings","Units",NA,3472,2000,2001
"1372",2000-09-30,"Petroleum refining and petroleum and coal product manufacturing",15651100,"Total earnings","Units",NA,3472,2000,2001
"1373",2000-09-30,"Market research and statistical services",22023300,"Total earnings","Units",NA,3472,2000,2001
"1374",2000-09-30,"Building cleaning, pest control, and other support services",82422700,"Total earnings","Units",NA,3472,2000,2001
"1375",2000-09-30,"Cafes, restaurants and takeaway food services",187592100,"Total earnings","Units",NA,3472,2000,2001
"1376",2000-09-30,"Electricity and gas supply",67055400,"Total earnings","Units",NA,3472,2000,2001
"1377",2000-09-30,"Waste collection, treatment, and disposal services",19802700,"Total earnings","Units",NA,3472,2000,2001
"1378",2000-09-30,"Professional and scientific equipment manufacturing",15196100,"Total earnings","Units",NA,3472,2000,2001
"1379",2000-09-30,"Manufacturing",1997261900,"Total earnings","Units",NA,3472,2000,2001
"1380",2000-09-30,"Other fabricated metal product manufacturing",68898200,"Total earnings","Units",NA,3472,2000,2001
"1381",2000-09-30,"Motor vehicle and motor vehicle parts retailing",125590800,"Total earnings","Units",NA,3472,2000,2001
"1382",2000-09-30,"Arts and recreation services",144495300,"Total earnings","Units",NA,3472,2000,2001
"1383",2000-09-30,"Administrative services",416585500,"Total earnings","Units",NA,3472,2000,2001
"1384",2000-09-30,"Libraries and archives",37554500,"Total earnings","Units",NA,3472,2000,2001
"1385",2000-09-30,"Mineral, metal, and chemical wholesaling",63342500,"Total earnings","Units",NA,3472,2000,2001
"1386",2000-09-30,"Structural metal product manufacturing",71448700,"Total earnings","Units",NA,3472,2000,2001
"1387",2000-09-30,"Primary metal and metal product manufacturing",77390900,"Total earnings","Units",NA,3472,2000,2001
"1388",2000-09-30,"Financial and insurance services",490357800,"Total earnings","Units",NA,3472,2000,2001
"1389",2000-09-30,"Residential building construction",53404200,"Total earnings","Units",NA,3472,2000,2001
"1390",2000-09-30,"Pharmaceutical and other store-based retailing",93415800,"Total earnings","Units",NA,3472,2000,2001
"1391",2000-09-30,"Other store-based retailing",431426300,"Total earnings","Units",NA,3472,2000,2001
"1392",2000-09-30,"Parks and gardens operations",17099800,"Total earnings","Units",NA,3472,2000,2001
"1393",2000-09-30,"Education and training",1039901100,"Total earnings","Units",NA,3472,2000,2001
"1394",2000-09-30,"Sport and physical recreation activities",69480000,"Total earnings","Units",NA,3472,2000,2001
"1395",2000-09-30,"Public administration and safety",755528500,"Total earnings","Units",NA,3472,2000,2001
"1396",2000-09-30,"Employment services",112188900,"Total earnings","Units",NA,3472,2000,2001
"1397",2000-09-30,"Information media and telecommunications",425746400,"Total earnings","Units",NA,3472,2000,2001
"1398",2000-09-30,"Non-metallic mineral mining and quarrying",16317600,"Total earnings","Units",NA,3472,2000,2001
"1399",2000-09-30,"Commission based wholesaling",17433500,"Total earnings","Units",NA,3472,2000,2001
"1400",2000-09-30,"Transport equipment manufacturing",127335000,"Total earnings","Units",NA,3472,2000,2001
"1401",2000-09-30,"Architectural, engineering, and technical services",194809100,"Total earnings","Units",NA,3472,2000,2001
"1402",2000-09-30,"Property operators and real estate services",98181100,"Total earnings","Units",NA,3472,2000,2001
"1403",2000-09-30,"Agriculture, forestry, and fishing",385871400,"Total earnings","Units",NA,3472,2000,2001
"1404",2000-09-30,"Depository financial intermediation",206253600,"Total earnings","Units",NA,3472,2000,2001
"1405",2000-09-30,"Agriculture",248167900,"Total earnings","Units",NA,3472,2000,2001
"1406",2000-09-30,"Water supply, sewerage, and drainage services",15806900,"Total earnings","Units",NA,3472,2000,2001
"1407",2000-09-30,"Personal care services",31558400,"Total earnings","Units",NA,3472,2000,2001
"1408",2000-09-30,"Pipeline and other transport",1355800,"Total earnings","Units",NA,3472,2000,2001
"1409",2000-09-30,"Packaging and labelling services",15143800,"Total earnings","Units",NA,3472,2000,2001
"1410",2000-09-30,"Water transport support services",43939500,"Total earnings","Units",NA,3472,2000,2001
"1411",2000-09-30,"Land development and site preparation services",44535400,"Total earnings","Units",NA,3472,2000,2001
"1412",2000-09-30,"Motor vehicle parts retailing",21409800,"Total earnings","Units",NA,3472,2000,2001
"1413",2000-09-30,"Preschool and school education",662505400,"Total earnings","Units",NA,3472,2000,2001
"1414",2000-09-30,"Rail, water, air, and space transport",145887200,"Total earnings","Units",NA,3472,2000,2001
"1415",2000-09-30,"Other social assistance services",76427900,"Total earnings","Units",NA,3472,2000,2001
"1416",2000-09-30,"Textile, leather, clothing, and footwear manufacturing",139191700,"Total earnings","Units",NA,3472,2000,2001
"1417",2000-09-30,"Pump, compressor, heating, and ventilation equipment manufacturing",8794700,"Total earnings","Units",NA,3472,2000,2001
"1418",2000-09-30,"Waste collection services",7148100,"Total earnings","Units",NA,3472,2000,2001
"1419",2000-09-30,"Heritage activities",29656400,"Total earnings","Units",NA,3472,2000,2001
"1420",2000-09-30,"Pathology and diagnostic imaging services",31475200,"Total earnings","Units",NA,3472,2000,2001
"1421",2000-09-30,"Building structure services",27915200,"Total earnings","Units",NA,3472,2000,2001
"1422",2000-09-30,"Clubs (hospitality)",14609500,"Total earnings","Units",NA,3472,2000,2001
"1423",2000-09-30,"Other non-metallic mineral product manufacturing",2810800,"Total earnings","Units",NA,3472,2000,2001
"1424",2000-09-30,"Electrical and electronic goods retailing",34575400,"Total earnings","Units",NA,3472,2000,2001
"1425",2000-09-30,"Financial asset investing",22842600,"Total earnings","Units",NA,3472,2000,2001
"1426",2000-09-30,"Computer and electronic equipment manufacturing",31768600,"Total earnings","Units",NA,3472,2000,2001
"1427",2000-09-30,"Motion picture and sound recording activities",26510900,"Total earnings","Units",NA,3472,2000,2001
"1428",2000-09-30,"Fruit and tree nut growing",40019000,"Total earnings","Units",NA,3472,2000,2001
"1429",2000-09-30,"Other transport equipment manufacturing",93108200,"Total earnings","Units",NA,3472,2000,2001
"1430",2000-09-30,"Fertiliser and pesticide manufacturing",13189100,"Total earnings","Units",NA,3472,2000,2001
"1431",2000-09-30,"Other non-metallic mineral mining and quarrying",1065400,"Total earnings","Units",NA,3472,2000,2001
"1432",2000-09-30,"Other services",325905100,"Total earnings","Units",NA,3472,2000,2001
"1433",2000-09-30,"Rental, hiring, and real estate services",155797600,"Total earnings","Units",NA,3472,2000,2001
"1434",2000-09-30,"Dairy cattle farming",69384700,"Total earnings","Units",NA,3472,2000,2001
"1435",2000-09-30,"Automotive repair and maintenance",106091200,"Total earnings","Units",NA,3472,2000,2001
"1436",2000-09-30,"Nursery and floriculture production",21755000,"Total earnings","Units",NA,3472,2000,2001
"1437",2000-09-30,"Non-metallic mineral product manufacturing",60808200,"Total earnings","Units",NA,3472,2000,2001
"1438",2000-09-30,"Horse and dog racing activities",6485400,"Total earnings","Units",NA,3472,2000,2001
"1439",2000-09-30,"Motion picture and video activities",25843400,"Total earnings","Units",NA,3472,2000,2001
"1440",2000-09-30,"Retail trade",814538800,"Total earnings","Units",NA,3472,2000,2001
"1441",2000-09-30,"Other wood product manufacturing",85494500,"Total earnings","Units",NA,3472,2000,2001
