"","TimePeriod","CV1","Value","Unit","Magnitude","Obs_Status","Dataset_ID","Year","YEMar"
"1",1999-06-30,"Fruit and tree nut growing",51703200,"Total earnings","Units",NA,3472,1999,2000
"2",1999-06-30,"Other personal services",31629700,"Total earnings","Units",NA,3472,1999,2000
"3",1999-06-30,"Sport and recreation activities",76105200,"Total earnings","Units",NA,3472,1999,2000
"4",1999-06-30,"Grocery, liquor, and tobacco product wholesaling",127542200,"Total earnings","Units",NA,3472,1999,2000
"5",1999-06-30,"Exploration and other mining support services",3138800,"Total earnings","Units",NA,3472,1999,2000
"6",1999-06-30,"Petroleum refining and petroleum and coal product manufacturing",20987900,"Total earnings","Units",NA,3472,1999,2000
"7",1999-06-30,"Accommodation and food services",320742800,"Total earnings","Units",NA,3472,1999,2000
"8",1999-06-30,"Rental and hiring services (except real estate)",52123600,"Total earnings","Units",NA,3472,1999,2000
"9",1999-06-30,"Wood product manufacturing",149064400,"Total earnings","Units",NA,3472,1999,2000
"10",1999-06-30,"Parks and gardens operations",13338200,"Total earnings","Units",NA,3472,1999,2000
"11",1999-06-30,"Other manufacturing",20603300,"Total earnings","Units",NA,3472,1999,2000
"12",1999-06-30,"Nursery and floriculture production",19596000,"Total earnings","Units",NA,3472,1999,2000
"13",1999-06-30,"Log sawmilling and timber dressing",71067200,"Total earnings","Units",NA,3472,1999,2000
"14",1999-06-30,"Pipeline and other transport",1067100,"Total earnings","Units",NA,3472,1999,2000
"15",1999-06-30,"Forestry support services",14210100,"Total earnings","Units",NA,3472,1999,2000
"16",1999-06-30,"Professional, scientific, and technical services",1040107800,"Total earnings","Units",NA,3472,1999,2000
"17",1999-06-30,"Mining",40375900,"Total earnings","Units",NA,3472,1999,2000
"18",1999-06-30,"Agriculture and fishing support services",49257700,"Total earnings","Units",NA,3472,1999,2000
"19",1999-06-30,"Creative and performing arts activities",10144200,"Total earnings","Units",NA,3472,1999,2000
"20",1999-06-30,"Water supply, sewerage, and drainage services",15187900,"Total earnings","Units",NA,3472,1999,2000
"21",1999-06-30,"Textile product manufacturing",29219700,"Total earnings","Units",NA,3472,1999,2000
"22",1999-06-30,"Finance",267906400,"Total earnings","Units",NA,3472,1999,2000
"23",1999-06-30,"Specialised food retailing",36489100,"Total earnings","Units",NA,3472,1999,2000
"24",1999-06-30,"Non store retailing",7563800,"Total earnings","Units",NA,3472,1999,2000
"25",1999-06-30,"Other health care services",22739600,"Total earnings","Units",NA,3472,1999,2000
"26",1999-06-30,"Residential building construction",50694200,"Total earnings","Units",NA,3472,1999,2000
"27",1999-06-30,"Pharmaceutical and other store-based retailing",93341400,"Total earnings","Units",NA,3472,1999,2000
"28",1999-06-30,"Postal and transport support services",197779200,"Total earnings","Units",NA,3472,1999,2000
"29",1999-06-30,"Agricultural product wholesaling",15151000,"Total earnings","Units",NA,3472,1999,2000
"30",1999-06-30,"Personal and other services",163482400,"Total earnings","Units",NA,3472,1999,2000
"31",1999-06-30,"Non-metallic mineral mining and quarrying",15793600,"Total earnings","Units",NA,3472,1999,2000
"32",1999-06-30,"Motor vehicle retailing",99193100,"Total earnings","Units",NA,3472,1999,2000
"33",1999-06-30,"Health and general insurance",63602300,"Total earnings","Units",NA,3472,1999,2000
"34",1999-06-30,"Fishing",18118200,"Total earnings","Units",NA,3472,1999,2000
"35",1999-06-30,"Other administrative services",251987800,"Total earnings","Units",NA,3472,1999,2000
"36",1999-06-30,"Motion picture and video activities",20236500,"Total earnings","Units",NA,3472,1999,2000
"37",1999-06-30,"Heavy and civil engineering construction",169154800,"Total earnings","Units",NA,3472,1999,2000
"38",1999-06-30,"Other repair and maintenance",4372300,"Total earnings","Units",NA,3472,1999,2000
"39",1999-06-30,"Other goods and equipment rental and hiring",30998500,"Total earnings","Units",NA,3472,1999,2000
"40",1999-06-30,"Clothing, footwear, and personal accessories retailing",58759100,"Total earnings","Units",NA,3472,1999,2000
"41",1999-06-30,"Manufacturing",1922011900,"Total earnings","Units",NA,3472,1999,2000
"42",1999-06-30,"Pubs, taverns and bars",36149900,"Total earnings","Units",NA,3472,1999,2000
"43",1999-06-30,"Knitted product manufacturing",11339800,"Total earnings","Units",NA,3472,1999,2000
"44",1999-06-30,"Fruit and vegetable processing",33289400,"Total earnings","Units",NA,3472,1999,2000
"45",1999-06-30,"Employment services",93862100,"Total earnings","Units",NA,3472,1999,2000
"46",1999-06-30,"Travel agency services",47833800,"Total earnings","Units",NA,3472,1999,2000
"47",1999-06-30,"Fishing, hunting, and trapping",19195700,"Total earnings","Units",NA,3472,1999,2000
"48",1999-06-30,"Veterinary services",16891500,"Total earnings","Units",NA,3472,1999,2000
"49",1999-06-30,"Motor vehicle and motor vehicle parts wholesaling",51347700,"Total earnings","Units",NA,3472,1999,2000
"50",1999-06-30,"Motion picture and sound recording activities",21140700,"Total earnings","Units",NA,3472,1999,2000
"51",1999-06-30,"Warehousing and storage services",35646800,"Total earnings","Units",NA,3472,1999,2000
"52",1999-06-30,"Public administration and safety",647809100,"Total earnings","Units",NA,3472,1999,2000
"53",1999-06-30,"Furniture and other manufacturing",78032400,"Total earnings","Units",NA,3472,1999,2000
"54",1999-06-30,"Non-financial intangible assets (except copyrights) leasing",3178600,"Total earnings","Units",NA,3472,1999,2000
"55",1999-06-30,"Amusement and other recreation activities",11313200,"Total earnings","Units",NA,3472,1999,2000
"56",1999-06-30,"Textile, clothing, and footwear wholesaling",27841800,"Total earnings","Units",NA,3472,1999,2000
"57",1999-06-30,"Pathology and diagnostic imaging services",28799800,"Total earnings","Units",NA,3472,1999,2000
"58",1999-06-30,"Furniture, floor coverings, and other goods wholesaling",134679100,"Total earnings","Units",NA,3472,1999,2000
"59",1999-06-30,"Insurance and superannuation funds",103280600,"Total earnings","Units",NA,3472,1999,2000
"60",1999-06-30,"Motor vehicle and motor vehicle parts retailing",124181300,"Total earnings","Units",NA,3472,1999,2000
"61",1999-06-30,"Motor vehicle parts retailing",24988200,"Total earnings","Units",NA,3472,1999,2000
"62",1999-06-30,"Administrative services",393683800,"Total earnings","Units",NA,3472,1999,2000
"63",1999-06-30,"Food product manufacturing",472892600,"Total earnings","Units",NA,3472,1999,2000
"64",1999-06-30,"Other non-metallic mineral mining and quarrying",1148800,"Total earnings","Units",NA,3472,1999,2000
"65",1999-06-30,"Depository financial intermediation",210013300,"Total earnings","Units",NA,3472,1999,2000
"66",1999-06-30,"Retail trade",771941300,"Total earnings","Units",NA,3472,1999,2000
"67",1999-06-30,"Education and training",1088114000,"Total earnings","Units",NA,3472,1999,2000
"68",1999-06-30,"Life insurance",39273300,"Total earnings","Units",NA,3472,1999,2000
"69",1999-06-30,"Fabricated metal product manufacturing",166356900,"Total earnings","Units",NA,3472,1999,2000
"70",1999-06-30,"Deer farming",3273000,"Total earnings","Units",NA,3472,1999,2000
"71",1999-06-30,"Construction material mining",14644800,"Total earnings","Units",NA,3472,1999,2000
"72",1999-06-30,"Retail commission based buying and/or selling",562000,"Total earnings","Units",NA,3472,1999,2000
"73",1999-06-30,"Metal container manufacturing",17360400,"Total earnings","Units",NA,3472,1999,2000
"74",1999-06-30,"Exploration and other mining services",3138800,"Total earnings","Units",NA,3472,1999,2000
"75",1999-06-30,"Motor vehicle and transport equipment rental and hiring",17946500,"Total earnings","Units",NA,3472,1999,2000
"76",1999-06-30,"Aquaculture",4330300,"Total earnings","Units",NA,3472,1999,2000
"77",1999-06-30,"Machinery and equipment repair and maintenance",35320100,"Total earnings","Units",NA,3472,1999,2000
"78",1999-06-30,"Market research and statistical services",19792900,"Total earnings","Units",NA,3472,1999,2000
"79",1999-06-30,"Building construction",115907100,"Total earnings","Units",NA,3472,1999,2000
"80",1999-06-30,"Allied health services",134676200,"Total earnings","Units",NA,3472,1999,2000
"81",1999-06-30,"Accommodation",102101200,"Total earnings","Units",NA,3472,1999,2000
"82",1999-06-30,"Funeral, crematorium, and cemetery services",5682400,"Total earnings","Units",NA,3472,1999,2000
"83",1999-06-30,"Auxiliary finance and investment services",70425300,"Total earnings","Units",NA,3472,1999,2000
"84",1999-06-30,"Automotive repair and maintenance",101684200,"Total earnings","Units",NA,3472,1999,2000
"85",1999-06-30,"Other fabricated metal product manufacturing",67519700,"Total earnings","Units",NA,3472,1999,2000
"86",1999-06-30,"Other machinery and equipment manufacturing",81737600,"Total earnings","Units",NA,3472,1999,2000
"87",1999-06-30,"Dairy cattle farming",50550500,"Total earnings","Units",NA,3472,1999,2000
"88",1999-06-30,"Medical and other health care services",243219500,"Total earnings","Units",NA,3472,1999,2000
"89",1999-06-30,"Civic, professional, and other interest group services",67107000,"Total earnings","Units",NA,3472,1999,2000
"90",1999-06-30,"Basic chemical and chemical product manufacturing",79349800,"Total earnings","Units",NA,3472,1999,2000
"91",1999-06-30,"Health care and social assistance",899705000,"Total earnings","Units",NA,3472,1999,2000
"92",1999-06-30,"Building cleaning, pest control, and gardening services",65804000,"Total earnings","Units",NA,3472,1999,2000
"93",1999-06-30,"Timber and hardware goods wholesaling",58274600,"Total earnings","Units",NA,3472,1999,2000
"94",1999-06-30,"All industries",11123656400,"Total earnings","Units",NA,3472,1999,2000
"95",1999-06-30,"Agriculture",234920000,"Total earnings","Units",NA,3472,1999,2000
"96",1999-06-30,"Financial and insurance services",478778300,"Total earnings","Units",NA,3472,1999,2000
"97",1999-06-30,"Supermarket and grocery stores",151893200,"Total earnings","Units",NA,3472,1999,2000
"98",1999-06-30,"Other non-metallic mineral product manufacturing",2658400,"Total earnings","Units",NA,3472,1999,2000
"99",1999-06-30,"Building cleaning, pest control, and other support services",91131300,"Total earnings","Units",NA,3472,1999,2000
"100",1999-06-30,"Information media and telecommunications",414007900,"Total earnings","Units",NA,3472,1999,2000
"101",1999-06-30,"Dairy product and other food product manufacturing",129970900,"Total earnings","Units",NA,3472,1999,2000
"102",1999-06-30,"Waste collection services",5484000,"Total earnings","Units",NA,3472,1999,2000
"103",1999-06-30,"Machinery and equipment manufacturing",236301600,"Total earnings","Units",NA,3472,1999,2000
"104",1999-06-30,"Ceramic product manufacturing",3376300,"Total earnings","Units",NA,3472,1999,2000
"105",1999-06-30,"Electricity and gas supply",73461700,"Total earnings","Units",NA,3472,1999,2000
"106",1999-06-30,"Beverage and tobacco manufacturing",42416900,"Total earnings","Units",NA,3472,1999,2000
"107",1999-06-30,"Architectural, engineering, and technical services",181665700,"Total earnings","Units",NA,3472,1999,2000
"108",1999-06-30,"Other machinery and equipment wholesaling",208233200,"Total earnings","Units",NA,3472,1999,2000
"109",1999-06-30,"Preschool and school education",699948500,"Total earnings","Units",NA,3472,1999,2000
"110",1999-06-30,"Grain, sheep, and beef cattle farming",68748100,"Total earnings","Units",NA,3472,1999,2000
"111",1999-06-30,"Seafood processing",39847200,"Total earnings","Units",NA,3472,1999,2000
"112",1999-06-30,"Medical services",57003900,"Total earnings","Units",NA,3472,1999,2000
"113",1999-06-30,"Administrative and support services",484815100,"Total earnings","Units",NA,3472,1999,2000
"114",1999-06-30,"Food retailing",188382300,"Total earnings","Units",NA,3472,1999,2000
"115",1999-06-30,"Basic polymer manufacturing",18664200,"Total earnings","Units",NA,3472,1999,2000
"116",1999-06-30,"Mineral, metal, and chemical wholesaling",67588900,"Total earnings","Units",NA,3472,1999,2000
"117",1999-06-30,"Property operators and real estate services",94330400,"Total earnings","Units",NA,3472,1999,2000
"118",1999-06-30,"Horse and dog racing activities",6248800,"Total earnings","Units",NA,3472,1999,2000
"119",1999-06-30,"Central banking and non-depository financing",32856000,"Total earnings","Units",NA,3472,1999,2000
"120",1999-06-30,"Building completion services",62899300,"Total earnings","Units",NA,3472,1999,2000
"121",1999-06-30,"Polymer product and rubber product manufacturing",95807900,"Total earnings","Units",NA,3472,1999,2000
"122",1999-06-30,"Non-residential building construction",65212900,"Total earnings","Units",NA,3472,1999,2000
"123",1999-06-30,"Religious services",30014700,"Total earnings","Units",NA,3472,1999,2000
"124",1999-06-30,"Library and other information services",36702000,"Total earnings","Units",NA,3472,1999,2000
"125",1999-06-30,"Other basic chemical product manufacturing",20985900,"Total earnings","Units",NA,3472,1999,2000
"126",1999-06-30,"Bakery product, sugar, and confectionery manufacturing",67075700,"Total earnings","Units",NA,3472,1999,2000
"127",1999-06-30,"Professional, scientific, and technical services (except computer systems design)",890013600,"Total earnings","Units",NA,3472,1999,2000
"128",1999-06-30,"Hardware, building, and garden supplies retailing",74821600,"Total earnings","Units",NA,3472,1999,2000
"129",1999-06-30,"Commission based wholesaling",17878900,"Total earnings","Units",NA,3472,1999,2000
"130",1999-06-30,"Not elsewhere included",29109400,"Total earnings","Units",NA,3472,1999,2000
"131",1999-06-30,"Clothing and footwear manufacturing",53612200,"Total earnings","Units",NA,3472,1999,2000
"132",1999-06-30,"Cement, lime, plaster and concrete product manufacturing",41941100,"Total earnings","Units",NA,3472,1999,2000
"133",1999-06-30,"Packaging and labelling services",25327300,"Total earnings","Units",NA,3472,1999,2000
"134",1999-06-30,"Furniture manufacturing",57429100,"Total earnings","Units",NA,3472,1999,2000
"135",1999-06-30,"Repair and maintenance",141376600,"Total earnings","Units",NA,3472,1999,2000
"136",1999-06-30,"Construction services",298234900,"Total earnings","Units",NA,3472,1999,2000
"137",1999-06-30,"Motor vehicle and motor vehicle part manufacturing",32083000,"Total earnings","Units",NA,3472,1999,2000
"138",1999-06-30,"Transport, postal, and warehousing",544063700,"Total earnings","Units",NA,3472,1999,2000
"139",1999-06-30,"Chemical manufacturing",13810400,"Total earnings","Units",NA,3472,1999,2000
"140",1999-06-30,"Real estate services",57016900,"Total earnings","Units",NA,3472,1999,2000
"141",1999-06-30,"Superannuation funds",405000,"Total earnings","Units",NA,3472,1999,2000
"142",1999-06-30,"Auxiliary finance and insurance services",107591300,"Total earnings","Units",NA,3472,1999,2000
"143",1999-06-30,"Legal and accounting services",227256600,"Total earnings","Units",NA,3472,1999,2000
"144",1999-06-30,"Agriculture, forestry, and fishing",351172700,"Total earnings","Units",NA,3472,1999,2000
"145",1999-06-30,"Coal, oil, gas, and metal ore mining",21443400,"Total earnings","Units",NA,3472,1999,2000
"146",1999-06-30,"Central government administration",190052400,"Total earnings","Units",NA,3472,1999,2000
"147",1999-06-30,"Professional and scientific equipment manufacturing",13950800,"Total earnings","Units",NA,3472,1999,2000
"148",1999-06-30,"Broadcasting (except internet)",47336000,"Total earnings","Units",NA,3472,1999,2000
"149",1999-06-30,"Other social assistance services",54660300,"Total earnings","Units",NA,3472,1999,2000
"150",1999-06-30,"Specialised industrial machinery and equipment wholesaling",72443400,"Total earnings","Units",NA,3472,1999,2000
"151",1999-06-30,"Hospitals",442759000,"Total earnings","Units",NA,3472,1999,2000
"152",1999-06-30,"Glass and glass product manufacturing",9648200,"Total earnings","Units",NA,3472,1999,2000
"153",1999-06-30,"Social assistance services",81477100,"Total earnings","Units",NA,3472,1999,2000
"154",1999-06-30,"Other store-based retailing",399385800,"Total earnings","Units",NA,3472,1999,2000
"155",1999-06-30,"Auxiliary insurance services",37166000,"Total earnings","Units",NA,3472,1999,2000
"156",1999-06-30,"Personal care services",29048500,"Total earnings","Units",NA,3472,1999,2000
"157",1999-06-30,"Child care services",26816800,"Total earnings","Units",NA,3472,1999,2000
"158",1999-06-30,"Preschool education",36104500,"Total earnings","Units",NA,3472,1999,2000
"159",1999-06-30,"Iron and steel forging",1876400,"Total earnings","Units",NA,3472,1999,2000
"160",1999-06-30,"Beverage and tobacco product manufacturing",42416900,"Total earnings","Units",NA,3472,1999,2000
"161",1999-06-30,"Air transport support services",17300300,"Total earnings","Units",NA,3472,1999,2000
"162",1999-06-30,"Electricity, gas, water, and waste services",107816200,"Total earnings","Units",NA,3472,1999,2000
"163",1999-06-30,"Leather tanning and fur dressing",20205800,"Total earnings","Units",NA,3472,1999,2000
"164",1999-06-30,"Museum operation",11823700,"Total earnings","Units",NA,3472,1999,2000
"165",1999-06-30,"Other transport",8767500,"Total earnings","Units",NA,3472,1999,2000
"166",1999-06-30,"Not elsewhere classified",29109400,"Total earnings","Units",NA,3472,1999,2000
"167",1999-06-30,"Hunting and trapping",1077500,"Total earnings","Units",NA,3472,1999,2000
"168",1999-06-30,"Advertising services",38986100,"Total earnings","Units",NA,3472,1999,2000
"169",1999-06-30,"Financial asset investing",25037100,"Total earnings","Units",NA,3472,1999,2000
"170",1999-06-30,"Specialised machinery and equipment manufacturing",33674100,"Total earnings","Units",NA,3472,1999,2000
"171",1999-06-30,"Residential care services",132249300,"Total earnings","Units",NA,3472,1999,2000
"172",1999-06-30,"Other professional, scientific, and technical services",13036800,"Total earnings","Units",NA,3472,1999,2000
"173",1999-06-30,"Publishing (except music publishing)",106940300,"Total earnings","Units",NA,3472,1999,2000
"174",1999-06-30,"Meat and meat product manufacturing",195688900,"Total earnings","Units",NA,3472,1999,2000
"175",1999-06-30,"Scenic and sightseeing transport",7700400,"Total earnings","Units",NA,3472,1999,2000
"176",1999-06-30,"Fuel retailing",51866100,"Total earnings","Units",NA,3472,1999,2000
"177",1999-06-30,"Construction",583296800,"Total earnings","Units",NA,3472,1999,2000
"178",1999-06-30,"Other crop growing",1343100,"Total earnings","Units",NA,3472,1999,2000
"179",1999-06-30,"Tertiary education",321410900,"Total earnings","Units",NA,3472,1999,2000
"180",1999-06-30,"Waste treatment, disposal, and remediation services",13682600,"Total earnings","Units",NA,3472,1999,2000
"181",1999-06-30,"Property operators",37313500,"Total earnings","Units",NA,3472,1999,2000
"182",1999-06-30,"Transport equipment manufacturing",119736200,"Total earnings","Units",NA,3472,1999,2000
"183",1999-06-30,"Other wood product manufacturing",77997200,"Total earnings","Units",NA,3472,1999,2000
"184",1999-06-30,"Sound recording and music publishing",904200,"Total earnings","Units",NA,3472,1999,2000
"185",1999-06-30,"Management and other consulting services",333835800,"Total earnings","Units",NA,3472,1999,2000
"186",1999-06-30,"Electrical equipment and domestic appliance manufacturing",69512900,"Total earnings","Units",NA,3472,1999,2000
"187",1999-06-30,"Poultry farming",6935900,"Total earnings","Units",NA,3472,1999,2000
"188",1999-06-30,"Postal and other transport support services",134798800,"Total earnings","Units",NA,3472,1999,2000
"189",1999-06-30,"Gambling activities",13129100,"Total earnings","Units",NA,3472,1999,2000
"190",1999-06-30,"Agriculture, forestry, and fishing support services",63467900,"Total earnings","Units",NA,3472,1999,2000
"191",1999-06-30,"Building installation services",133438800,"Total earnings","Units",NA,3472,1999,2000
"192",1999-06-30,"Heritage activities",25162000,"Total earnings","Units",NA,3472,1999,2000
"193",1999-06-30,"Libraries and archives",36702000,"Total earnings","Units",NA,3472,1999,2000
"194",1999-06-30,"Scientific research services",58548300,"Total earnings","Units",NA,3472,1999,2000
"195",1999-06-30,"Fertiliser and pesticide manufacturing",9436900,"Total earnings","Units",NA,3472,1999,2000
"196",1999-06-30,"Basic material wholesaling",141014600,"Total earnings","Units",NA,3472,1999,2000
"197",1999-06-30,"Pulp, paper, and converted paper product manufacturing",89534700,"Total earnings","Units",NA,3472,1999,2000
"198",1999-06-30,"Structural metal product manufacturing",66885800,"Total earnings","Units",NA,3472,1999,2000
"199",1999-06-30,"Cafes, restaurants and takeaway food services",167747100,"Total earnings","Units",NA,3472,1999,2000
"200",1999-06-30,"Machinery and equipment wholesaling",280676600,"Total earnings","Units",NA,3472,1999,2000
"201",1999-06-30,"Wholesale trade",823934900,"Total earnings","Units",NA,3472,1999,2000
"202",1999-06-30,"Water transport support services",45680100,"Total earnings","Units",NA,3472,1999,2000
"203",1999-06-30,"Printing",104127600,"Total earnings","Units",NA,3472,1999,2000
"204",1999-06-30,"Other goods wholesaling",205474900,"Total earnings","Units",NA,3472,1999,2000
"205",1999-06-30,"Other sheet metal product manufacturing",12714600,"Total earnings","Units",NA,3472,1999,2000
"206",1999-06-30,"Non-metallic mineral product manufacturing",57624000,"Total earnings","Units",NA,3472,1999,2000
"207",1999-06-30,"Clubs (hospitality)",14744600,"Total earnings","Units",NA,3472,1999,2000
"208",1999-06-30,"Food and beverage services",218641700,"Total earnings","Units",NA,3472,1999,2000
"209",1999-06-30,"Textile, leather, clothing, and footwear manufacturing",136033500,"Total earnings","Units",NA,3472,1999,2000
"210",1999-06-30,"Rail, water, air, and space transport",120531100,"Total earnings","Units",NA,3472,1999,2000
"211",1999-06-30,"Other services",304859000,"Total earnings","Units",NA,3472,1999,2000
"212",1999-06-30,"Grain mill and cereal product manufacturing",7020400,"Total earnings","Units",NA,3472,1999,2000
"213",1999-06-30,"Furniture, floor coverings, houseware, and textile goods retailing",37892600,"Total earnings","Units",NA,3472,1999,2000
"214",1999-06-30,"Other livestock farming",9508500,"Total earnings","Units",NA,3472,1999,2000
"215",1999-06-30,"Sport and physical recreation activities",58543200,"Total earnings","Units",NA,3472,1999,2000
"216",1999-06-30,"Computer systems design and related services",150094100,"Total earnings","Units",NA,3472,1999,2000
"217",1999-06-30,"Pharmaceutical and toiletry goods wholesaling",42954000,"Total earnings","Units",NA,3472,1999,2000
"218",1999-06-30,"Road transport",181339000,"Total earnings","Units",NA,3472,1999,2000
"219",1999-06-30,"Recreational goods retailing",37180900,"Total earnings","Units",NA,3472,1999,2000
"220",1999-06-30,"Local government administration",113910900,"Total earnings","Units",NA,3472,1999,2000
"221",1999-06-30,"Forestry and logging",29258900,"Total earnings","Units",NA,3472,1999,2000
"222",1999-06-30,"Primary metal and metal product manufacturing",73745600,"Total earnings","Units",NA,3472,1999,2000
"223",1999-06-30,"Department stores",65514200,"Total earnings","Units",NA,3472,1999,2000
"224",1999-06-30,"School education",663844000,"Total earnings","Units",NA,3472,1999,2000
"225",1999-06-30,"Telecommunications, internet, and data processing services",201889000,"Total earnings","Units",NA,3472,1999,2000
"226",1999-06-30,"Land development and site preparation services",44888600,"Total earnings","Units",NA,3472,1999,2000
"227",1999-06-30,"Public order, safety, and regulatory services, and defence",343845800,"Total earnings","Units",NA,3472,1999,2000
"228",1999-06-30,"Adult, community, and other education",66754600,"Total earnings","Units",NA,3472,1999,2000
"229",1999-06-30,"Waste collection, treatment, and disposal services",19166600,"Total earnings","Units",NA,3472,1999,2000
"230",1999-06-30,"Petroleum and coal product manufacturing",20987900,"Total earnings","Units",NA,3472,1999,2000
"231",1999-06-30,"Computer and electronic equipment manufacturing",29502900,"Total earnings","Units",NA,3472,1999,2000
"232",1999-06-30,"Non store retailing and retail commission based buying and/or selling",8125800,"Total earnings","Units",NA,3472,1999,2000
"233",1999-06-30,"Pharmaceutical and medicinal product manufacturing",16452400,"Total earnings","Units",NA,3472,1999,2000
"234",1999-06-30,"Textile fibre, yarn, and woven fabric manufacturing",21656000,"Total earnings","Units",NA,3472,1999,2000
"235",1999-06-30,"Mushroom and vegetable growing",23261700,"Total earnings","Units",NA,3472,1999,2000
"236",1999-06-30,"Artistic activities",10144200,"Total earnings","Units",NA,3472,1999,2000
"237",1999-06-30,"Building structure services",26567700,"Total earnings","Units",NA,3472,1999,2000
"238",1999-06-30,"Other transport equipment manufacturing",87653200,"Total earnings","Units",NA,3472,1999,2000
"239",1999-06-30,"Pump, compressor, heating, and ventilation equipment manufacturing",7923200,"Total earnings","Units",NA,3472,1999,2000
"240",1999-06-30,"Other construction services",30440600,"Total earnings","Units",NA,3472,1999,2000
"241",1999-06-30,"Electrical and electronic goods retailing",31876000,"Total earnings","Units",NA,3472,1999,2000
"242",1999-06-30,"Arts and recreation services",124540600,"Total earnings","Units",NA,3472,1999,2000
"243",1999-06-30,"Rental, hiring, and real estate services",146454000,"Total earnings","Units",NA,3472,1999,2000
"244",1999-09-30,"Clubs (hospitality)",14807900,"Total earnings","Units",NA,3472,1999,2000
"245",1999-09-30,"All industries",11375132400,"Total earnings","Units",NA,3472,1999,2000
"246",1999-09-30,"Property operators and real estate services",95558700,"Total earnings","Units",NA,3472,1999,2000
"247",1999-09-30,"Postal and transport support services",202072200,"Total earnings","Units",NA,3472,1999,2000
"248",1999-09-30,"Other goods and equipment rental and hiring",31502600,"Total earnings","Units",NA,3472,1999,2000
"249",1999-09-30,"Motion picture and video activities",30446000,"Total earnings","Units",NA,3472,1999,2000
"250",1999-09-30,"Agriculture, forestry, and fishing support services",65273500,"Total earnings","Units",NA,3472,1999,2000
"251",1999-09-30,"Other fabricated metal product manufacturing",68213700,"Total earnings","Units",NA,3472,1999,2000
"252",1999-09-30,"Fuel retailing",52343800,"Total earnings","Units",NA,3472,1999,2000
"253",1999-09-30,"Religious services",29906600,"Total earnings","Units",NA,3472,1999,2000
"254",1999-09-30,"Local government administration",119149800,"Total earnings","Units",NA,3472,1999,2000
"255",1999-09-30,"Building cleaning, pest control, and gardening services",64964200,"Total earnings","Units",NA,3472,1999,2000
"256",1999-09-30,"Superannuation funds",432100,"Total earnings","Units",NA,3472,1999,2000
"257",1999-09-30,"Seafood processing",45975700,"Total earnings","Units",NA,3472,1999,2000
"258",1999-09-30,"Funeral, crematorium, and cemetery services",5764000,"Total earnings","Units",NA,3472,1999,2000
"259",1999-09-30,"Preschool education",35673200,"Total earnings","Units",NA,3472,1999,2000
"260",1999-09-30,"Agriculture and fishing support services",46753700,"Total earnings","Units",NA,3472,1999,2000
"261",1999-09-30,"Other administrative services",250262100,"Total earnings","Units",NA,3472,1999,2000
"262",1999-09-30,"Furniture, floor coverings, houseware, and textile goods retailing",39637300,"Total earnings","Units",NA,3472,1999,2000
"263",1999-09-30,"Horse and dog racing activities",6308900,"Total earnings","Units",NA,3472,1999,2000
"264",1999-09-30,"Timber and hardware goods wholesaling",60175900,"Total earnings","Units",NA,3472,1999,2000
"265",1999-09-30,"Residential building construction",53135000,"Total earnings","Units",NA,3472,1999,2000
"266",1999-09-30,"Building structure services",27402600,"Total earnings","Units",NA,3472,1999,2000
"267",1999-09-30,"Postal and other transport support services",134810000,"Total earnings","Units",NA,3472,1999,2000
"268",1999-09-30,"Computer systems design and related services",153168300,"Total earnings","Units",NA,3472,1999,2000
"269",1999-09-30,"Electricity, gas, water, and waste services",107153700,"Total earnings","Units",NA,3472,1999,2000
"270",1999-09-30,"Other goods wholesaling",209960800,"Total earnings","Units",NA,3472,1999,2000
"271",1999-09-30,"Not elsewhere classified",28818400,"Total earnings","Units",NA,3472,1999,2000
"272",1999-09-30,"Scenic and sightseeing transport",6309800,"Total earnings","Units",NA,3472,1999,2000
"273",1999-09-30,"Construction material mining",14878000,"Total earnings","Units",NA,3472,1999,2000
"274",1999-09-30,"Knitted product manufacturing",9697300,"Total earnings","Units",NA,3472,1999,2000
"275",1999-09-30,"Pharmaceutical and toiletry goods wholesaling",43500400,"Total earnings","Units",NA,3472,1999,2000
"276",1999-09-30,"Professional, scientific, and technical services (except computer systems design)",925571600,"Total earnings","Units",NA,3472,1999,2000
"277",1999-09-30,"School education",619935700,"Total earnings","Units",NA,3472,1999,2000
"278",1999-09-30,"Glass and glass product manufacturing",9937600,"Total earnings","Units",NA,3472,1999,2000
"279",1999-09-30,"Motor vehicle and motor vehicle part manufacturing",31942800,"Total earnings","Units",NA,3472,1999,2000
"280",1999-09-30,"Preschool and school education",655608900,"Total earnings","Units",NA,3472,1999,2000
"281",1999-09-30,"Building installation services",139850000,"Total earnings","Units",NA,3472,1999,2000
"282",1999-09-30,"Machinery and equipment repair and maintenance",36437800,"Total earnings","Units",NA,3472,1999,2000
"283",1999-09-30,"Auxiliary finance and investment services",88998600,"Total earnings","Units",NA,3472,1999,2000
"284",1999-09-30,"Waste treatment, disposal, and remediation services",12088100,"Total earnings","Units",NA,3472,1999,2000
"285",1999-09-30,"Publishing (except music publishing)",95574100,"Total earnings","Units",NA,3472,1999,2000
"286",1999-09-30,"Clothing, footwear, and personal accessories retailing",59635600,"Total earnings","Units",NA,3472,1999,2000
"287",1999-09-30,"Artistic activities",11736000,"Total earnings","Units",NA,3472,1999,2000
"288",1999-09-30,"Auxiliary insurance services",36700500,"Total earnings","Units",NA,3472,1999,2000
